patch r g b
a1 28737 30465 28930
a2 25252 35135 29920
a3 23400 40785 32372
a4 22302 40225 31040
a5 17870 17320 15237
a6 15172 19777 16600
a7 13085 22977 17465
a8 11465 28487 18412
a9 11262 7622 7075
a10 10462 7927 7297
a11 9897 8390 7715
a12 9547 8730 7960
a13 9430 5325 5242
a14 9205 5460 5295
a15 9205 5315 5315
a16 9195 5305 5177
a17 9087 5300 5285
a18 8855 5065 4932
a19 9045 5107 4772
a20 40205 44828 45863
a21 23230 41413 42058
a22 16292 39193 40033
b1 29772 31640 33023
b2 27352 36848 38605
b3 25445 42265 43965
b4 24517 43098 44553
b5 17570 18620 19040
b6 15472 22045 24252
b7 13692 27442 31870
b8 12540 35063 39340
b9 11295 7750 7425
b10 10612 8292 8352
b11 9910 8710 9025
b12 9577 9222 9940
b13 10207 5460 5327
b14 9355 5747 5432
b15 9270 5645 6125
b16 10345 6210 6137
b17 9280 6125 6167
b18 9972 5555 5827
b19 9812 5442 4795
b20 30870 43895 45830
b21 18177 41168 41420
b22 10655 11225 11700
c1 27460 26330 29260
c2 26542 29820 37158
c3 26075 33405 46983
c4 25487 33070 48123
c5 13522 12030 13692
c6 12380 14820 22407
c7 12125 18885 38040
c8 12167 22035 50423
c9 10547 7072 7212
c10 10047 7552 8492
c11 9547 8000 9940
c12 9387 8587 11550
c13 11357 5635 5445
c14 9515 6205 5507
c15 9290 5907 6882
c16 11507 7080 7062
c17 9440 6957 7127
c18 11177 6035 6755
c19 11027 6030 4985
c20 38575 44568 49080
c21 11272 16957 20980
c22 10315 8997 9260
d1 29110 25892 30230
d2 29717 28050 38733
d3 30507 30607 49080
d4 29387 30050 50338
d5 13532 9972 11635
d6 13405 11570 18977
d7 14107 14537 33140
d8 15300 18907 54015
d9 10250 6460 6755
d10 10015 6742 7915
d11 9897 7112 9375
d12 9940 8785 17112
d13 12700 5732 5380
d14 9642 6860 5647
d15 9322 6247 7990
d16 12977 8325 8130
d17 9505 7980 8087
d18 12497 6477 7757
d19 12657 6792 5187
d20 15450 23500 30592
d21 13692 11335 11945
d22 10112 8055 8652
e1 31350 25422 30517
e2 33833 26975 40013
e3 36368 29095 51138
e4 36188 28902 53023
e5 20405 14725 17527
e6 22142 16285 26585
e7 24870 18545 39470
e8 28195 22002 56913
e9 12497 7762 8140
e10 12902 8160 9642
e11 13350 8485 11187
e12 14875 9567 17315
e13 14460 5955 5455
e14 9770 7740 5860
e15 9280 6685 9407
e16 14790 9765 9417
e17 9642 9332 9407
e18 14065 6920 8907
e19 14620 7707 5327
e20 11997 25322 47878
e21 14320 20132 32680
e22 10730 12327 16345
f1 44765 34503 39788
f2 49570 33910 43530
f3 54005 34030 48878
f4 54878 33218 49518
f5 27960 18310 20575
f6 33278 18225 23847
f7 39885 18412 28057
f8 47300 19355 34558
f9 13075 7642 7597
f10 13895 7712 8032
f11 14865 7835 8662
f12 17827 7825 9610
f13 16910 6312 5647
f14 10015 8912 6105
f15 9322 7240 11357
f16 17357 11895 11337
f17 9780 11207 11177
f18 16195 7735 10665
f19 17165 8875 5475
f20 12827 11290 13180
f21 10442 10472 13927
f22 10025 8752 10570
g1 39820 27272 28257
g2 45778 25817 27842
g3 50818 24602 27107
g4 51233 23885 26490
g5 25252 14837 14215
g6 30155 14385 14042
g7 36475 13612 13552
g8 43945 13162 12915
g9 13212 7495 7235
g10 14502 7537 7425
g11 15737 7585 7542
g12 19830 7362 7372
g13 19445 6652 5775
g14 10282 10457 6402
g15 9332 7932 13970
g16 20192 14752 14097
g17 10015 13787 13595
g18 18615 8747 13265
g19 20065 10462 5720
g20 10847 9312 11997
g21 10707 10292 15992
g22 10037 14395 40855
h1 38020 26462 24487
h2 43338 24625 20862
h3 49655 23062 17837
h4 50435 21370 16377
h5 24647 14702 12360
h6 29387 13825 10612
h7 35483 12762 8970
h8 44040 12232 7787
h9 13415 7522 6915
h10 14395 7565 6905
h11 15535 7410 6615
h12 19222 7057 5827
h13 22472 7010 5775
h14 10580 12257 6542
h15 9397 8805 17325
h16 23750 18455 17985
