patch,r,g,b,refR,refG,refB,refX,refY,refZ
a1,26937.0,33363.0,33098.0,0,0,0,1540.89555006,1394.0,1372.89184178
a2,24070.0,36335.0,34140.0,0,0,0,1756.6170755,1383.0,1266.24466391
a3,22515.0,39293.0,35985.0,0,0,0,1921.44012945,1375.0,1153.39805825
a4,21812.0,38930.0,34588.0,0,0,0,2056.4045677,1440.0,1201.80097879
a5,17047.0,19402.0,18145.0,0,0,0,4144.71662125,3701.0,3359.24856191
a6,15237.0,22077.0,19242.0,0,0,0,4771.84104938,3739.0,3029.28240741
a7,13882.0,25402.0,20225.0,0,0,0,5314.16666667,3682.0,2670.5
a8,12582.0,30075.0,21055.0,0,0,0,5988.85311475,3643.0,2312.40918033
a9,10910.0,9355.0,8705.0,0,0,0,12155.5568581,11980.0,10975.8147714
a10,10357.0,9712.0,9067.0,0,0,0,12713.7809187,12000.0,10621.9081272
a11,9845.0,10115.0,9290.0,0,0,0,13202.6743499,11930.0,10121.462766
a12,9417.0,10457.0,9577.0,0,0,0,13693.3769322,11940.0,9860.08323424
a13,8970.0,6182.0,5720.0,0,0,0,21174.6122449,22170.0,21290.9562682
a14,8747.0,6317.0,5690.0,0,0,0,21130.7833284,21480.0,20883.1569613
a15,8630.0,6050.0,5667.0,0,0,0,21783.4484761,22590.0,21199.8461538
a16,8747.0,6135.0,5615.0,0,0,0,21326.0961313,21970.0,21094.2907386
a17,8640.0,6095.0,5775.0,0,0,0,21655.848564,22410.0,20947.2062663
a18,8610.0,6007.0,5690.0,0,0,0,21686.7024673,22510.0,21144.371553
a19,8812.0,6137.0,5540.0,0,0,0,20181.7634855,20830.0,20725.0474215
a20,35973.0,46395.0,48900.0,0,0,0,677.534555308,603.3,642.340452662
a21,22345.0,40343.0,43945.0,0,0,0,1736.39698492,1221.0,651.825598581
a22,16952.0,37968.0,40205.0,0,0,0,3086.12137203,1944.0,669.08707124
b1,27725.0,34555.0,36900.0,0,0,0,1469.44946809,1371.0,1210.96897163
b2,25455.0,38175.0,41483.0,0,0,0,1616.66187262,1361.0,1017.054887
b3,23952.0,41285.0,44765.0,0,0,0,1779.34856974,1371.0,892.706576231
b4,23315.0,41695.0,44713.0,0,0,0,1889.49837806,1421.0,880.005897965
b5,17047.0,20715.0,21822.0,0,0,0,4135.86095346,3702.0,2667.24687855
b6,15790.0,24540.0,26702.0,0,0,0,4610.41608294,3677.0,2015.18968899
b7,14555.0,29825.0,32938.0,0,0,0,5131.65018264,3623.0,1425.17561113
b8,13510.0,36260.0,38148.0,0,0,0,5745.68917749,3593.0,1030.71919192
b9,10952.0,9482.0,9152.0,0,0,0,12015.8026467,11930.0,10375.2560414
b10,10462.0,10137.0,10250.0,0,0,0,12482.5843015,11880.0,9301.3431567
b11,9910.0,10622.0,11177.0,0,0,0,12913.716443,11850.0,8373.86744966
b12,9535.0,11150.0,12030.0,0,0,0,13307.1124031,11830.0,7614.8255814
b13,9632.0,6275.0,5720.0,0,0,0,19217.069371,20630.0,20793.7301587
b14,8767.0,6637.0,5677.0,0,0,0,19972.9593693,19710.0,20080.5336568
b15,8662.0,6380.0,6487.0,0,0,0,20622.7197117,21530.0,17536.7729415
b16,9665.0,7120.0,6627.0,0,0,0,16861.7990654,17390.0,16536.7523364
b17,8790.0,7042.0,6712.0,0,0,0,18892.7752028,18730.0,16635.6257242
b18,9547.0,6472.0,6562.0,0,0,0,18277.5034868,19850.0,17242.0920502
b19,9482.0,6652.0,5742.0,0,0,0,17538.2760736,17940.0,19552.398773
b20,28620.0,43913.0,47940.0,0,0,0,1053.00981267,827.4,579.893487957
b21,18530.0,39575.0,42250.0,0,0,0,2565.17791411,1644.0,593.626643295
b22,10952.0,13435.0,14735.0,0,0,0,8353.68619934,7262.0,4269.30832421
c1,25732.0,29152.0,32938.0,0,0,0,1768.28067701,1735.0,1390.93653032
c2,24752.0,32260.0,39768.0,0,0,0,1520.63736829,1376.0,639.728604472
c3,24412.0,35068.0,45735.0,0,0,0,1719.22832443,1511.0,611.622679888
c4,23697.0,34305.0,46000.0,0,0,0,1782.17157712,1551.0,506.887843526
c5,13255.0,13900.0,16462.0,0,0,0,6812.41986337,6531.0,3816.32790331
c6,12967.0,17155.0,25445.0,0,0,0,7333.96819961,6614.0,2231.09246575
c7,12615.0,20787.0,37795.0,0,0,0,7802.91824197,6565.0,1144.84168242
c8,12657.0,23117.0,44958.0,0,0,0,8135.79843861,6639.0,931.3761533
c9,10250.0,8672.0,8705.0,0,0,0,13562.9642058,13670.0,10994.1051454
c10,9995.0,9332.0,10377.0,0,0,0,13809.5832213,13630.0,9210.0537779
c11,9642.0,9992.0,12435.0,0,0,0,14117.4164291,13630.0,7572.61466701
c12,9345.0,10520.0,13915.0,0,0,0,14248.7484165,13490.0,6439.10818343
c13,10505.0,6417.0,5742.0,0,0,0,16961.1124331,18770.0,20098.7507436
c14,8917.0,7240.0,5880.0,0,0,0,18146.2688442,17160.0,18588.2035176
c15,8767.0,6827.0,7585.0,0,0,0,19267.009544,20210.0,14101.9936373
c16,10740.0,8165.0,7757.0,0,0,0,13117.1403662,13530.0,12672.8247602
