patch r g b
i19 899 8847 913
i20 369 3550 421
i21 642 6127 751
i22 388 3526 410
j1 1790 19373 2109
j2 1788 19326 2074
j3 1752 18817 1985
j4 1572 16194 1676
j5 863 8958 978
j6 871 9102 985
j7 871 9123 971
j8 861 8987 944
j9 435 4192 467
j10 433 4215 467
j11 432 4243 467
j12 433 4244 462
j13 477 3077 336
j14 939 10900 1137
j15 357 3471 484
j16 1535 16503 1808
j17 1218 14295 1608
j18 560 4222 549
j19 1103 10885 1112
j20 387 3420 393
j21 875 7586 939
j22 1704 17935 1996
k1 1358 14825 1625
k2 1436 16155 1740
k3 1492 17123 1821
k4 1551 17953 1890
k5 777 8213 900
k6 823 8915 962
k7 868 9586 1022
k8 968 11082 1166
k9 436 4265 473
k10 444 4414 488
k11 455 4595 505
k12 467 4823 522
k13 522 3240 353
k14 1129 13278 1378
k15 374 3668 532
k16 1950 21267 2315
k17 1488 17709 1982
k18 644 4800 637
k19 1352 13697 1394
k20 1506 15663 1744
k21 1807 19307 2116
k22 1687 17936 1944
l1 1641 18106 2002
l2 1706 19332 2119
l3 1753 20300 2207
l4 1752 20397 2203
l5 910 9891 1085
l6 1029 11578 1259
l7 1170 13575 1456
l8 1354 16072 1701
l9 435 4279 479
l10 445 4498 500
l11 463 4753 523
l12 472 4903 536
l13 576 3654 393
l14 1321 15698 1627
l15 404 4044 594
l16 2188 24102 2633
l17 1740 20821 2326
l18 779 6117 799
l19 1646 17380 1773
l20 2132 23400 2556
l21 2086 22955 2492
l22 1959 21835 2371
gs0 283 2618 297
gs1 309 2878 324
gs2 324 3046 341
gs3 345 3277 367
gs4 371 3531 395
gs5 402 3854 431
gs6 432 4205 467
gs7 474 4631 516
gs8 517 5113 572
gs9 574 5730 638
gs10 633 6396 712
gs11 711 7283 809
gs12 776 7995 888
gs13 875 9073 1001
gs14 986 10337 1138
gs15 1106 11615 1284
gs16 1284 13591 1490
gs17 1478 15753 1723
gs18 1687 18121 1985
gs19 1853 20149 2206
gs20 2013 21999 2395
gs21 2063 22703 2478
gs22 2077 22845 2496
gs23 2104 23112 2518
