patch r g b
a1 3286 5190 3907
a2 2897 5270 4007
a3 2618 5389 4240
a4 2532 5375 4241
a5 2064 3567 2537
a6 1744 3809 2696
a7 1522 4125 2886
a8 1305 4462 3077
a9 1242 1765 1262
a10 1155 1825 1282
a11 1094 1927 1338
a12 1040 2006 1364
a13 991 1127 877
a14 961 1158 882
a15 953 1112 879
a16 958 1125 863
a17 949 1108 868
a18 950 1108 870
a19 996 1150 858
a20 3915 6008 5089
a21 2651 5530 4917
a22 1907 5234 4832
b1 3369 5305 4179
b2 3097 5509 4590
b3 2834 5672 4920
b4 2733 5727 5101
b5 2025 3770 3020
b6 1775 4149 3499
b7 1560 4650 4118
b8 1382 5082 4685
b9 1249 1776 1320
b10 1160 1879 1437
b11 1097 1988 1556
b12 1044 2092 1669
b13 1071 1134 870
b14 958 1218 882
b15 957 1165 1000
b16 1075 1301 976
b17 961 1284 980
b18 1061 1171 975
b19 1068 1222 848
b20 3463 5891 5140
b21 2101 5342 4933
b22 1280 2647 2168
c1 3209 4924 3873
c2 3067 5202 4413
c3 2977 5507 5036
c4 2881 5489 5116
c5 1540 2639 2336
c6 1413 3120 3374
c7 1335 3631 4458
c8 1331 3930 5085
c9 1162 1615 1281
c10 1105 1715 1489
c11 1063 1848 1746
c12 1036 1972 1984
c13 1194 1150 856
c14 969 1323 874
c15 967 1237 1142
c16 1209 1501 1097
c17 972 1474 1109
c18 1189 1260 1108
c19 1200 1346 845
c20 3897 6113 5375
c21 1379 3634 3405
c22 1215 2190 1737
d1 3388 4954 3951
d2 3430 5219 4500
d3 3474 5460 5069
d4 3371 5406 5171
d5 1534 2239 2040
d6 1530 2578 3046
d7 1590 2964 4261
d8 1680 3287 5293
d9 1116 1434 1185
d10 1097 1497 1394
d11 1097 1594 1632
d12 1124 1985 2886
d13 1343 1179 851
d14 982 1471 885
d15 968 1307 1309
d16 1378 1752 1239
d17 990 1716 1264
d18 1340 1351 1247
d19 1357 1490 836
d20 1820 4375 3992
d21 1622 2604 2155
d22 1170 1940 1604
e1 3579 4970 3961
e2 3722 5201 4561
e3 3850 5429 5152
e4 3863 5402 5296
e5 2378 3128 2756
e6 2581 3374 3616
