patch r g b
a1 27715 30725 30282
a2 24805 35158 31380
a3 23080 39745 33588
a4 22162 39665 32170
a5 17060 18007 16440
a6 14980 20550 17400
a7 13275 23755 18275
a8 11592 29137 19317
a9 10942 8247 7415
a10 10282 8620 7787
a11 9652 9007 8022
a12 9227 9370 8267
a13 8950 5390 5157
a14 8747 5587 5210
a15 8662 5352 5145
a16 8822 5535 5305
a17 8800 5672 5615
a18 8545 5295 5145
a19 8832 5342 4922
a20 38040 45303 47930
a21 22985 40528 43285
a22 16975 38623 40108
b1 28695 31807 33980
b2 26405 36645 39608
b3 24805 41705 44680
b4 23952 42063 44478
b5 17080 19397 20715
b6 15610 23127 25412
b7 14032 28295 31337
b8 12552 35200 37168
b9 10995 8337 7787
b10 10250 8955 8725
b11 9695 9472 9652
b12 9247 9930 10345
b13 9717 5497 5157
b14 8832 5912 5262
b15 8747 5682 5955
b16 9962 6460 6180
b17 8822 6332 6147
b18 9577 5687 5892
b19 9610 5822 5050
b20 30017 43805 48420
b21 18742 40730 42475
b22 10877 12337 13287
c1 26382 26862 30497
c2 25520 30172 37903
c3 25050 33730 46535
c4 24285 33028 46928
c5 13255 12727 14662
c6 12657 15822 24145
c7 12167 19287 37455
c8 12125 21875 47388
c9 10250 7590 7457
c10 9822 8257 9120
c11 9345 8822 10750
c12 9035 9262 12092
c13 10815 5645 5177
c14 8885 6402 5285
c15 8695 5992 6840
c16 11112 7457 7137
c17 8897 7237 7075
c18 10762 6200 6862
c19 10910 6530 5262
c20 37050 45825 51458
c21 11945 18497 23707
c22 10517 10170 10632
d1 27855 26405 31337
d2 28397 28562 39428
d3 28897 30872 48825
d4 27757 29830 49135
d5 13170 10740 12540
d6 13435 12715 20725
d7 14235 15417 33715
d8 15152 18960 50808
d9 9845 6732 6722
d10 9812 7312 8427
d11 9727 7750 10132
d12 9780 9390 17932
d13 12105 5865 5262
d14 9025 7175 5422
d15 8682 6380 7990
d16 12520 8837 8352
d17 9035 8432 8182
d18 12062 6775 8022
d19 12402 7392 5487
d20 15930 24992 31915
d21 13692 12530 13840
d22 10315 9162 10015
e1 30080 26105 31957
e2 32105 27570 40395
e3 34225 29292 50488
e4 33853 28822 51808
e5 19062 15150 18710
e6 20980 16995 28077
e7 23517 19082 40525
e8 26192 21692 54930
e9 12157 8325 8470
e10 12582 8767 10197
e11 12925 9072 11772
e12 14310 10122 18252
e13 13627 6110 5380
e14 9205 8145 5690
e15 8682 6855 9492
e16 14022 10360 9910
e17 9205 9920 9665
e18 13405 7452 9525
e19 14000 8380 5720
e20 12317 26287 46503
e21 14842 21315 33960
e22 11027 13430 18402
f1 42143 35680 40483
f2 46268 35660 44808
f3 49423 35708 49785
f4 49870 34668 50018
f5 26307 18597 21930
f6 31667 18685 26052
f7 37925 18902 30122
f8 44328 19557 36475
f9 12572 8182 7820
f10 13307 8257 8332
f11 14055 8215 8780
f12 16132 8060 9760
f13 15430 6412 5507
f14 9430 9195 5892
f15 8800 7555 11772
f16 16090 12435 12157
f17 9440 11875 11752
f18 15237 8372 11657
f19 15972 9477 5850
f20 12840 12417 14895
f21 10697 11752 15865
f22 10057 9775 11795
g1 37880 28140 30017
g2 43413 26952 29345
g3 46970 25600 28972
g4 46928 24720 28257
g5 23302 15097 15290
g6 27767 14442 15257
g7 33533 13797 14822
g8 39608 13210 14160
g9 12647 8000 7415
g10 13712 8000 7640
g11 14682 7920 7692
g12 17432 7480 7352
g13 17335 6750 5647
g14 9707 10612 6167
g15 8917 8325 14587
g16 18657 15205 15205
g17 9750 14517 14587
g18 17122 9467 14300
g19 18317 10842 6105
g20 10910 10317 13350
g21 11017 11570 18060
g22 10197 15332 41015
h1 36538 27362 26150
h2 41088 25535 22910
h3 45288 23835 19850
h4 45683 22050 18115
h5 22665 14942 13330
h6 26627 13717 11272
h7 32317 12712 9535
h8 38830 11772 7960
h9 12647 7947 6957
h10 13477 7915 6872
h11 14490 7725 6605
h12 17112 7222 5667
h13 19532 7112 5667
h14 9972 12337 6510
h15 9087 9387 18390
h16 22067 18875 19297
h17 10197 17800 17997
h18 19532 10777 18072
h19 21385 12370 6275
h20 10517 9352 13147
h21 12275 9290 9835
h22 11645 9780 15940
i1 29387 22930 18997
i2 31337 20952 14395
i3 34653 19402 11465
i4 42570 16585 8097
i5 18455 13622 11347
i6 19297 13110 9642
i7 20095 12605 8395
i8 24070 11207 6052
i9 12125 8172 7052
i10 12392 8150 6840
i11 12712 8117 6605
i12 13137 7725 5690
i13 21950 7420 5690
i14 10357 14505 6892
i15 9365 10722 23622
i16 26872 23975 24732
i17 10792 22520 22387
i18 22450 12407 23347
i19 25467 14155 6457
i20 10942 8517 12892
i21 21780 17277 34183
i22 14300 8442 11540
j1 36720 33218 26395
j2 36103 31310 20052
j3 37285 28657 14980
j4 44713 21720 8215
j5 19477 15987 13062
j6 19222 15557 10900
j7 19190 15182 9142
j8 19542 14292 6627
j9 11902 8155 6977
j10 11795 8225 6765
j11 11772 8170 6327
j12 11635 8060 5732
j13 25072 7842 5700
j14 10762 17207 7255
j15 9770 12690 31497
j16 33748 31652 33533
j17 11677 29610 29505
j18 26660 14682 31497
j19 31082 16330 6722
j20 14320 7900 9610
j21 36825 23277 53855
j22 45990 36198 52725
k1 25180 25557 19967
k2 22355 26585 15705
k3 20117 27620 13147
k4 19297 28365 12115
k5 16515 14427 11455
k6 15205 14827 9770
k7 14202 15652 8767
k8 11965 16995 6947
k9 11390 8197 6882
k10 10867 8337 6615
k11 10485 8485 6275
k12 9727 8762 5720
k13 28897 8347 5752
k14 11295 20787 7820
k15 10227 15040 41313
k16 43285 42880 45223
k17 12840 39033 37838
k18 32617 18022 43328
k19 38383 19265 7297
k20 38915 30140 39010
k21 45873 36063 41408
k22 42900 29872 28332
l1 28812 32327 28995
l2 25382 35005 26885
l3 22972 37230 25137
l4 22227 37168 24315
l5 17305 17687 14662
l6 15025 19935 13660
l7 13212 23197 12957
l8 11667 27320 12115
l9 11155 8342 7180
l10 10430 8522 7032
l11 9877 8827 6977
l12 9322 9065 6872
l13 33170 8997 5880
l14 11902 24545 8437
l15 10847 18290 54440
l16 53195 57988 62060
l17 14385 50588 48378
l18 40588 22892 60218
l19 44658 22935 8352
l20 50605 51350 52960
l21 45980 48085 46523
l22 35048 41563 39033
gs0 8300 4777 4122
gs1 8790 5277 4570
gs2 9290 5705 4965
gs3 9930 6260 5475
gs4 10590 6865 6062
gs5 11507 7645 6840
gs6 12157 8337 7447
gs7 13202 9290 8460
gs8 14172 10222 9375
gs9 15237 11377 10612
gs10 16355 12507 11795
gs11 17592 14075 13787
gs12 19085 15422 15130
gs13 20832 17255 17177
gs14 22792 19515 19542
gs15 25392 21997 22407
gs16 28322 25105 25915
gs17 31882 28577 29835
gs18 35398 32467 33705
gs19 39585 37700 39320
gs20 43795 43853 45628
gs21 45650 46773 48975
gs22 47130 49283 51798
gs23 50190 51690 54365
