patch,r,g,b,refR,refG,refB,refX,refY,refZ
a1,24742.0,34535.0,30890.0,0,0,0,1540.89555006,1394.0,1372.89184178
a2,20767.0,38388.0,33085.0,0,0,0,1756.6170755,1383.0,1266.24466391
a3,18285.0,41908.0,35570.0,0,0,0,1921.44012945,1375.0,1153.39805825
a4,17517.0,42198.0,34813.0,0,0,0,2056.4045677,1440.0,1201.80097879
a5,14362.0,20782.0,17080.0,0,0,0,4144.71662125,3701.0,3359.24856191
a6,12030.0,24092.0,18497.0,0,0,0,4771.84104938,3739.0,3029.28240741
a7,10580.0,28520.0,20117.0,0,0,0,5314.16666667,3682.0,2670.5
a8,9280.0,34460.0,21770.0,0,0,0,5988.85311475,3643.0,2312.40918033
a9,9162.0,8752.0,8407.0,0,0,0,12155.5568581,11980.0,10975.8147714
a10,8630.0,9257.0,8780.0,0,0,0,12713.7809187,12000.0,10621.9081272
a11,8140.0,9797.0,9142.0,0,0,0,13202.6743499,11930.0,10121.462766
a12,7787.0,10180.0,9375.0,0,0,0,13693.3769322,11940.0,9860.08323424
a13,7542.0,5460.0,5432.0,0,0,0,21174.6122449,22170.0,21290.9562682
a14,7362.0,5687.0,5540.0,0,0,0,21130.7833284,21480.0,20883.1569613
a15,7395.0,5485.0,5530.0,0,0,0,21783.4484761,22590.0,21199.8461538
a16,7415.0,5540.0,5487.0,0,0,0,21326.0961313,21970.0,21094.2907386
a17,7265.0,5427.0,5475.0,0,0,0,21655.848564,22410.0,20947.2062663
a18,7212.0,5380.0,5412.0,0,0,0,21686.7024673,22510.0,21144.371553
a19,7617.0,5690.0,5465.0,0,0,0,20181.7634855,20830.0,20725.0474215
a20,34610.0,47323.0,45340.0,0,0,0,677.534555308,603.3,642.340452662
a21,18060.0,41915.0,43475.0,0,0,0,1736.39698492,1221.0,651.825598581
a22,12657.0,41040.0,43155.0,0,0,0,3086.12137203,1944.0,669.08707124
b1,25487.0,35200.0,34120.0,0,0,0,1469.44946809,1371.0,1210.96897163
b2,22377.0,39628.0,39875.0,0,0,0,1616.66187262,1361.0,1017.054887
b3,19947.0,43465.0,44903.0,0,0,0,1779.34856974,1371.0,892.706576231
b4,19052.0,44545.0,46578.0,0,0,0,1889.49837806,1421.0,880.005897965
b5,14075.0,22072.0,20927.0,0,0,0,4135.86095346,3702.0,2667.24687855
b6,12242.0,26527.0,26787.0,0,0,0,4610.41608294,3677.0,2015.18968899
b7,10815.0,32850.0,35123.0,0,0,0,5131.65018264,3623.0,1425.17561113
b8,9952.0,40965.0,44125.0,0,0,0,5745.68917749,3593.0,1030.71919192
b9,9227.0,8895.0,8842.0,0,0,0,12015.8026467,11930.0,10375.2560414
b10,8662.0,9652.0,9982.0,0,0,0,12482.5843015,11880.0,9301.3431567
b11,8267.0,10260.0,11027.0,0,0,0,12913.716443,11850.0,8373.86744966
b12,7852.0,10680.0,11795.0,0,0,0,13307.1124031,11830.0,7614.8255814
b13,8247.0,5677.0,5647.0,0,0,0,19217.069371,20630.0,20793.7301587
b14,7542.0,6177.0,5795.0,0,0,0,19972.9593693,19710.0,20080.5336568
b15,7490.0,5902.0,6572.0,0,0,0,20622.7197117,21530.0,17536.7729415
b16,8320.0,6547.0,6500.0,0,0,0,16861.7990654,17390.0,16536.7523364
b17,7362.0,6365.0,6435.0,0,0,0,18892.7752028,18730.0,16635.6257242
b18,8075.0,5812.0,6275.0,0,0,0,18277.5034868,19850.0,17242.0920502
b19,8182.0,6142.0,5540.0,0,0,0,17538.2760736,17940.0,19552.398773
b20,25487.0,45208.0,46768.0,0,0,0,1053.00981267,827.4,579.893487957
b21,13862.0,42340.0,44285.0,0,0,0,2565.17791411,1644.0,593.626643295
