patch r g b
a1 24732 29952 33460
a2 23292 30212 33918
a3 21917 30522 34375
a4 21385 30387 34140
a5 17495 22440 24027
a6 14970 23757 25445
a7 13287 25035 26352
a8 12007 26025 27055
a9 10410 10842 11210
a10 9887 11210 11390
a11 9515 11650 11870
a12 9227 12002 12210
a13 8502 7085 7202
a14 8182 7110 7052
a15 8012 6710 6830
a16 8012 6717 6702
a17 7830 6557 6615
a18 7777 6375 6457
a19 7947 6535 6340
a20 25402 30117 34920
a21 20470 28690 33918
a22 14705 26910 31967
b1 25105 30447 34653
b2 24187 30847 35483
b3 23037 31125 35920
b4 22495 30965 36028
b5 17070 23350 27555
b6 15162 25237 30295
b7 13617 27037 32532
b8 12380 27832 33278
b9 10442 10972 11720
b10 9887 11542 12902
b11 9577 12162 14032
b12 9322 12722 15025
b13 9087 7207 7212
b14 8267 7532 7137
b15 8117 7175 7895
b16 8897 7797 7960
b17 8107 7617 7830
b18 8577 6855 7532
b19 8427 6925 6382
b20 24112 29862 34940
b21 16440 27810 33085
b22 10047 14382 17975
c1 24200 29025 33565
c2 23825 29812 35260
c3 23697 30302 36465
c4 23292 30175 36423
c5 12892 16350 21482
c6 12210 18960 28770
c7 11657 20750 32980
c8 11442 21450 33865
c9 9792 9997 11145
c10 9515 10722 13052
c11 9312 11437 15247
c12 9185 12182 17335
c13 9930 7320 7265
c14 8450 8160 7297
c15 8267 7645 9345
c16 9867 9035 9332
c17 8332 8772 9195
c18 9440 7515 8865
c19 9430 7645 6615
c20 25340 30282 35600
c21 11112 19920 27150
c22 9600 12017 14522
d1 24892 29162 33865
d2 25072 29552 35440
d3 25445 30085 36580
d4 25222 29745 36880
d5 12785 14092 18935
d6 12892 16010 26532
d7 13255 17422 32768
d8 13532 17947 35078
d9 9430 9040 10122
d10 9397 9487 12072
d11 9375 10132 14202
d12 9620 12150 23302
d13 11027 7467 7277
d14 8620 8977 7415
d15 8267 8107 10750
d16 11230 10665 11092
d17 8577 10157 10975
d18 10547 8172 10387
d19 10655 8545 6830
d20 14287 24327 31232
d21 12530 14842 18657
d22 9270 10782 13307
e1 25445 29222 33960
e2 25990 29450 35718
e3 26552 29877 37253
e4 26627 29530 37328
e5 19500 19877 26117
e6 21055 21230 32190
e7 22782 21765 35665
e8 24060 21865 37648
e9 11485 10932 12732
e10 11730 11175 14405
e11 12125 11612 16505
e12 13692 13057 24060
e13 12615 7750 7382
e14 8865 10072 7715
e15 8352 8790 12977
e16 12977 12592 13447
e17 8875 11905 13095
e18 12020 9012 12510
e19 12402 9610 7052
e20 11080 23010 32085
e21 13147 21710 31105
e22 10112 15322 22515
f1 26895 31390 36018
f2 27300 31380 36220
f3 27555 31620 37295
f4 27630 31412 37295
f5 24540 24240 28982
f6 25840 24577 31540
f7 26777 24780 34035
f8 27247 24945 35973
f9 11847 10580 11592
f10 12520 10532 12030
f11 13320 10462 12327
f12 16047 10522 14097
f13 14780 8032 7447
f14 9110 11197 7990
f15 8502 9535 15407
f16 15482 15140 16685
f17 9280 14027 15845
f18 14160 10162 15257
f19 14885 11052 7467
f20 11602 14517 19330
f21 9910 13812 20297
f22 9290 11715 16195
g1 26522 29952 33705
g2 26777 29675 33395
g3 27215 29567 33640
g4 27277 29490 33278
g5 23027 20532 23057
g6 24732 20112 22855
g7 25797 19675 22707
g8 26137 19652 22675
g9 11987 10392 10995
g10 12977 10195 10815
g11 14022 10067 10720
g12 17335 9390 10142
g13 17017 8310 7457
g14 9407 12605 8225
g15 8555 10442 18592
g16 18295 18540 20405
g17 9695 16495 19330
g18 16377 11377 18817
g19 17635 12855 7937
g20 9962 12317 17315
g21 10080 13567 22270
g22 9100 14330 30592
h1 26382 29740 32085
h2 26735 29030 30380
h3 26905 28667 28835
h4 26970 28007 27417
h5 22632 20192 20372
h6 24422 19087 17677
h7 25487 18210 15525
h8 26075 17475 13797
h9 11975 10335 10315
h10 12755 10067 9760
h11 13872 9742 9057
h12 16857 8895 7542
h13 19415 8682 7640
h14 9792 14320 8682
h15 8725 11437 22335
h16 21385 22727 25062
h17 10217 19467 23420
h18 18977 13052 22897
h19 20542 15167 8555
h20 9665 11347 17390
h21 11080 11172 13405
h22 10410 11710 20457
i1 25200 27480 27215
i2 25542 26157 23090
i3 26000 25077 18987
i4 26382 23335 14330
i5 18912 17725 17155
i6 19882 17217 14705
i7 20810 16760 12935
i8 23165 14890 9227
i9 11380 10462 10227
i10 11517 10307 9642
i11 11817 10260 9087
i12 12147 9677 7820
i13 21365 9115 7597
i14 10165 16195 9152
i15 8875 12450 25797
i16 23910 26665 29697
i17 10805 22622 27075
i18 21332 14832 27417
i19 22897 17950 9375
i20 9962 10575 17187
i21 20310 19025 31882
i22 13020 10250 15557
j1 26670 30767 32447
j2 26320 29707 28632
j3 26510 28732 23805
j4 26735 25935 14182
j5 20150 20740 19980
j6 19735 20165 16792
j7 19947 19807 14375
j8 20085 18390 10047
j9 11197 10500 10227
j10 11102 10505 9685
j11 11007 10457 9045
j12 10835 10110 7960
j13 22887 9690 7915
j14 10645 18245 9652
j15 9025 13510 29387
j16 25830 29510 33705
j17 11380 25312 30230
j18 23335 16925 32095
j19 24400 20735 10112
j20 13180 9672 13245
j21 25050 23312 35123
j22 25797 28977 35025
k1 23880 28067 27950
k2 22120 27310 23880
k3 20352 26755 20575
k4 19467 26467 19085
k5 16932 18645 17560
k6 15237 18842 15172
k7 14065 18950 13330
k8 11922 19232 10250
k9 10815 10675 10227
k10 10367 10815 9717
k11 10132 10930 9152
k12 9515 11052 8117
k13 23782 10392 8162
k14 11122 20372 10517
k15 9205 14357 31647
k16 26640 31060 35803
k17 12030 27080 32085
k18 24795 19195 34718
k19 25275 23170 11455
k20 25840 28945 34355
k21 25892 29457 34205
k22 25360 28252 31967
l1 25157 30192 32853
l2 23677 30070 32000
l3 22175 30037 31167
l4 21502 29910 30795
l5 17645 21907 21747
l6 15152 23207 20905
l7 13297 23905 19807
l8 12007 24417 18530
l9 10645 10882 10772
l10 10132 11192 10570
l11 9835 11575 10622
l12 9397 11687 10260
l13 24357 11672 8885
l14 11817 22072 11635
l15 9472 15187 32637
l16 27107 31710 36645
l17 12657 27927 32980
l18 25572 22072 36368
l19 25412 24842 13405
l20 26222 30512 35558
l21 26052 30267 35228
l22 24987 29247 33865
gs0 8117 6675 6487
gs1 8587 7292 7107
gs2 9025 7750 7725
gs3 9462 8357 8352
gs4 10090 9082 9217
gs5 10942 10015 10315
gs6 11730 11085 11635
gs7 12840 12145 12840
gs8 13915 13152 14150
gs9 15045 14560 15770
gs10 16420 16100 17335
gs11 18017 18082 20042
gs12 19490 19872 21482
gs13 21002 21880 23720
gs14 22175 23787 25990
gs15 23462 25775 28087
gs16 24272 27170 30177
gs17 25137 28455 32340
gs18 25542 29277 33258
gs19 25680 29580 33980
gs20 25967 30000 34875
gs21 25712 29642 34558
gs22 25435 29175 34098
gs23 25105 28727 33618
