patch r g b
k14 11380 21160 8055
k15 8662 14465 40983
k16 40598 43028 46513
k17 12337 35898 41898
k18 33705 18050 43945
k19 41783 22322 8045
k20 37433 30570 39245
k21 44093 37188 43093
k22 42293 31380 29645
l1 26480 33655 30912
l2 23197 36165 29100
l3 21257 38205 27767
l4 20725 38248 26467
l5 16515 18257 15600
l6 14522 20217 14650
l7 13095 23190 13627
l8 12030 27347 13052
l9 10367 8337 7682
l10 9792 8545 7607
l11 9205 8640 7382
l12 8715 8785 7137
l13 38873 8812 5935
l14 12275 25440 8780
l15 9260 17782 53898
l16 50190 56215 62775
l17 13990 45558 53140
l18 41953 23180 59278
l19 47493 27592 9387
l20 47983 50273 53803
l21 43880 48015 49188
l22 32532 41530 41143
gs0 7927 5402 4880
gs1 8417 5852 5380
gs2 8865 6215 5817
gs3 9440 6695 6360
gs4 10047 7222 6947
gs5 10847 7932 7682
gs6 11517 8480 8332
gs7 12317 9182 8865
gs8 13330 10100 9877
gs9 14330 11272 11027
gs10 15300 12375 12210
gs11 16495 13882 13797
gs12 17870 15407 15342
gs13 19340 17132 16932
gs14 21087 19417 19222
gs15 23462 22247 22505
gs16 26160 25350 25797
gs17 29590 29062 30465
gs18 33705 33618 35920
gs19 38638 39298 42783
gs20 42293 44920 49135
gs21 43848 46805 51308
gs22 44498 47558 52565
gs23 46310 48368 53450
