patch,r,g,b,refR,refG,refB,refX,refY,refZ
a1,9649.0,14994.0,13128.0,0,0,0,3.6,3.01,2.05
a2,9576.0,15100.0,13328.0,0,0,0,4.42,2.97,1.76
a3,9419.0,15147.0,13519.0,0,0,0,5.12,3.01,1.46
a4,9296.0,14988.0,13326.0,0,0,0,5.65,3.26,1.6
a5,8497.0,13249.0,9748.0,0,0,0,12.71,10.97,7.93
a6,7713.0,13426.0,10081.0,0,0,0,15.07,11.1,6.97
a7,6908.0,13523.0,10409.0,0,0,0,17.42,11.1,6.06
a8,6055.0,13570.0,10804.0,0,0,0,20.36,11.07,5.12
a9,5879.0,8731.0,5892.0,0,0,0,40.62,39.94,31.49
a10,5539.0,8892.0,6004.0,0,0,0,42.88,40.04,30.47
a11,5193.0,8972.0,6084.0,0,0,0,45.09,40.03,29.12
a12,4951.0,9123.0,6208.0,0,0,0,46.77,39.85,28.06
a13,4572.0,5847.0,3855.0,0,0,0,71.78,75.46,63.09
a14,4419.0,5939.0,3870.0,0,0,0,71.91,73.14,62.17
a15,4390.0,5769.0,3829.0,0,0,0,74.11,76.98,63.06
a16,4427.0,5846.0,3811.0,0,0,0,72.73,75.12,62.6
a17,4410.0,5776.0,3838.0,0,0,0,74.05,76.81,62.33
a18,4430.0,5752.0,3814.0,0,0,0,74.16,77.19,62.97
a19,4596.0,5899.0,3790.0,0,0,0,69.16,71.7,62.05
a20,9810.0,15290.0,14141.0,0,0,0,1.37,1.12,0.78
a21,9269.0,15045.0,13797.0,0,0,0,5.17,3.27,0.85
a22,8025.0,14749.0,13604.0,0,0,0,10.35,5.9,0.91
b1,9746.0,15167.0,13553.0,0,0,0,3.35,2.93,1.63
b2,9730.0,15361.0,13928.0,0,0,0,3.98,2.94,1.07
b3,9634.0,15443.0,14292.0,0,0,0,4.71,3.09,0.74
b4,9552.0,15351.0,14233.0,0,0,0,5.08,3.21,0.69
b5,8441.0,13589.0,10779.0,0,0,0,12.86,11.1,5.86
b6,7810.0,14022.0,11714.0,0,0,0,14.66,11.01,3.94
b7,7011.0,14361.0,12716.0,0,0,0,16.97,10.94,2.28
b8,6273.0,14499.0,13323.0,0,0,0,19.7,11.01,1.2
b9,5859.0,8778.0,6108.0,0,0,0,40.39,40.01,29.68
b10,5503.0,9079.0,6528.0,0,0,0,42.59,40.11,26.44
b11,5212.0,9256.0,6839.0,0,0,0,44.29,39.94,23.52
b12,4975.0,9464.0,7181.0,0,0,0,45.98,39.89,21.17
b13,4933.0,5934.0,3871.0,0,0,0,65.55,71.21,61.79
b14,4442.0,6192.0,3864.0,0,0,0,68.8,67.99,60.07
b15,4409.0,6019.0,4343.0,0,0,0,71.26,74.48,51.88
b16,4994.0,6654.0,4403.0,0,0,0,57.82,60.0,49.14
b17,4494.0,6514.0,4364.0,0,0,0,65.61,64.93,49.68
b18,4952.0,6138.0,4352.0,0,0,0,62.84,68.83,51.29
b19,4959.0,6244.0,3766.0,0,0,0,60.77,62.73,59.44
b20,9734.0,15340.0,14203.0,0,0,0,2.87,2.06,0.8
b21,8509.0,14886.0,13761.0,0,0,0,8.37,4.88,0.88
b22,5936.0,11170.0,8444.0,0,0,0,29.02,24.67,11.91
c1,9660.0,14952.0,12987.0,0,0,0,4.49,4.31,2.29
c2,9725.0,15284.0,13819.0,0,0,0,4.9,4.37,1.42
c3,9736.0,15388.0,14351.0,0,0,0,5.13,4.3,0.82
c4,9640.0,15377.0,14307.0,0,0,0,5.7,4.77,0.85
c5,7030.0,11551.0,9031.0,0,0,0,23.78,22.59,10.89
c6,6546.0,12503.0,11061.0,0,0,0,25.55,22.41,5.5
c7,6149.0,13285.0,12771.0,0,0,0,27.72,22.42,2.39
c8,6064.0,13735.0,13512.0,0,0,0,28.7,22.23,1.28
c9,5427.0,8072.0,5828.0,0,0,0,46.89,47.28,32.4
c10,5228.0,8482.0,6610.0,0,0,0,48.17,47.13,26.63
c11,5013.0,8742.0,7278.0,0,0,0,49.81,47.42,21.58
c12,4875.0,9016.0,7854.0,0,0,0,50.47,46.85,18.1
c13,5474.0,6059.0,3871.0,0,0,0,58.24,65.94,60.94
c14,4500.0,6599.0,3903.0,0,0,0,64.18,60.73,57.45
c15,4454.0,6314.0,4998.0,0,0,0,68.73,71.96,42.7
c16,5624.0,7575.0,5056.0,0,0,0,45.88,47.73,38.75
c17,4603.0,7301.0,5049.0,0,0,0,58.66,55.64,39.4
c18,5525.0,6591.0,4987.0,0,0,0,53.28,61.12,41.61
c19,5554.0,6825.0,3866.0,0,0,0,50.72,52.04,56.28
c20,9847.0,15444.0,14277.0,0,0,0,1.7,1.45,0.76
c21,6212.0,12873.0,10999.0,0,0,0,22.87,17.19,4.72
c22,5680.0,9927.0,7351.0,0,0,0,34.53,31.48,17.4
d1,9737.0,15022.0,13149.0,0,0,0,4.16,4.32,2.27
d2,9838.0,15278.0,13834.0,0,0,0,4.07,4.26,1.47
d3,9911.0,15418.0,14360.0,0,0,0,4.08,4.3,0.89
d4,9854.0,15318.0,14237.0,0,0,0,4.69,4.91,0.92
d5,7009.0,10515.0,8254.0,0,0,0,26.68,27.74,13.94
d6,7018.0,11325.0,10264.0,0,0,0,26.33,27.41,7.43
d7,7188.0,12214.0,12483.0,0,0,0,26.1,27.43,3.6
d8,7456.0,12792.0,13874.0,0,0,0,25.91,27.31,1.65
d9,5183.0,7329.0,5375.0,0,0,0,53.02,55.12,37.61
d10,5133.0,7624.0,6195.0,0,0,0,52.96,55.14,30.47
d11,5116.0,7855.0,6923.0,0,0,0,52.49,54.62,24.44
d12,5173.0,8751.0,9594.0,0,0,0,52.17,54.65,11.69
d13,6100.0,6195.0,3805.0,0,0,0,51.28,60.55,59.94
d14,4571.0,7105.0,3974.0,0,0,0,58.99,52.82,54.44
d15,4464.0,6641.0,5676.0,0,0,0,66.07,69.08,34.69
d16,6410.0,8760.0,5833.0,0,0,0,35.35,36.71,29.94
d17,4715.0,8235.0,5797.0,0,0,0,51.68,46.54,30.64
d18,6168.0,7081.0,5665.0,0,0,0,44.32,53.48,33.27
d19,6272.0,7489.0,3952.0,0,0,0,41.16,41.63,52.5
d20,7807.0,14186.0,12548.0,0,0,0,13.96,10.52,2.72
d21,7196.0,11420.0,8513.0,0,0,0,21.28,20.6,11.58
d22,5474.0,9150.0,7013.0,0,0,0,38.28,36.52,19.91
e1,9804.0,15095.0,13198.0,0,0,0,3.71,4.2,2.3
e2,9964.0,15369.0,13983.0,0,0,0,3.39,4.21,1.48
e3,10021.0,15493.0,14452.0,0,0,0,3.12,4.17,0.94
e4,9993.0,15389.0,14406.0,0,0,0,3.34,4.54,0.97
e5,8996.0,12965.0,10226.0,0,0,0,12.46,14.03,7.52
e6,9244.0,13490.0,11878.0,0,0,0,11.51,14.17,4.54
e7,9541.0,14077.0,13367.0,0,0,0,10.28,14.01,2.58
e8,9852.0,14479.0,14468.0,0,0,0,9.41,13.94,1.45
e9,6394.0,8715.0,6353.0,0,0,0,37.32,40.04,27.82
e10,6572.0,8937.0,6998.0,0,0,0,36.12,40.08,23.52
e11,6791.0,9099.0,7633.0,0,0,0,34.48,39.54,19.51
e12,7487.0,9635.0,9665.0,0,0,0,31.25,39.49,11.51
e13,6846.0,6391.0,3839.0,0,0,0,44.56,54.93,58.76
e14,4663.0,7705.0,4070.0,0,0,0,53.83,45.36,51.25
e15,4528.0,7057.0,6495.0,0,0,0,63.56,66.14,27.3
e16,7317.0,10138.0,6735.0,0,0,0,26.43,27.39,22.31
e17,4868.0,9339.0,6676.0,0,0,0,45.25,38.47,22.96
e18,6981.0,7781.0,6544.0,0,0,0,36.26,46.15,25.81
e19,7132.0,8347.0,4110.0,0,0,0,32.7,32.33,48.49
e20,6003.0,13779.0,13216.0,0,0,0,24.1,16.56,1.28
e21,7373.0,13804.0,12600.0,0,0,0,16.87,13.84,2.61
e22,5845.0,11527.0,9714.0,0,0,0,29.42,25.29,8.09
f1,9993.0,15481.0,14026.0,0,0,0,1.44,1.82,1.33
f2,10082.0,15600.0,14316.0,0,0,0,1.14,1.81,1.11
f3,10098.0,15629.0,14409.0,0,0,0,0.96,1.86,0.95
f4,10122.0,15568.0,14421.0,0,0,0,1.04,2.07,1.04
f5,9598.0,13950.0,11087.0,0,0,0,6.56,8.17,5.7
f6,9732.0,14154.0,11730.0,0,0,0,5.29,8.1,4.88
f7,9846.0,14481.0,12408.0,0,0,0,4.12,7.88,4.01
f8,10051.0,14882.0,13462.0,0,0,0,3.17,7.93,3.15
f9,6575.0,8546.0,5933.0,0,0,0,36.82,39.95,31.21
f10,6957.0,8524.0,6049.0,0,0,0,35.06,39.82,30.35
f11,7303.0,8494.0,6292.0,0,0,0,33.34,39.72,28.68
f12,8229.0,8459.0,6778.0,0,0,0,28.72,39.6,25.54
