patch r g b
k13 4612 1768 863
k14 1451 4440 1349
k15 1371 3397 7023
k16 5938 8367 6227
k17 1634 7351 6166
k18 5257 4072 6293
k19 5769 4879 1321
k20 5720 6963 5613
k21 6104 7869 5915
k22 5983 7084 4617
l1 4212 6897 4717
l2 3588 7024 4493
l3 3160 7026 4303
l4 3049 7028 4210
l5 2428 4005 2454
l6 2020 4365 2331
l7 1737 4833 2248
l8 1527 5419 2157
l9 1487 1816 1331
l10 1387 1866 1303
l11 1319 1948 1283
l12 1239 1998 1247
l13 5154 1983 906
l14 1531 5002 1473
l15 1455 3973 8438
l16 6483 9509 7946
l17 1790 8287 7441
l18 6017 5047 7782
l19 6180 5814 1567
l20 6334 9039 7085
l21 6101 8775 6612
l22 5189 8130 5892
gs0 1163 1123 899
gs1 1236 1240 990
gs2 1301 1336 1051
gs3 1366 1441 1128
gs4 1448 1574 1228
gs5 1557 1728 1327
gs6 1661 1875 1428
gs7 1794 2062 1542
gs8 1958 2299 1694
gs9 2134 2580 1870
gs10 2319 2834 2007
gs11 2554 3198 2238
gs12 2817 3547 2477
gs13 3094 3932 2718
gs14 3452 4479 3162
gs15 3874 5076 3620
gs16 4381 5853 4145
gs17 4951 6663 4767
gs18 5414 7409 5355
gs19 5841 8111 6017
gs20 6067 8596 6582
gs21 6094 8749 6819
gs22 6142 8830 7026
gs23 6265 9003 7223
