patch r g b
k3 2328 3915 1781
k4 2253 3971 1685
k5 1889 2303 1535
k6 1746 2335 1323
k7 1624 2366 1158
k8 1402 2444 897
k9 1252 1317 928
k10 1210 1329 880
k11 1183 1361 840
k12 1112 1373 735
k13 2797 1295 746
k14 1393 2907 1022
k15 1240 2268 4103
k16 3878 5830 4681
k17 1633 4806 3853
k18 3367 2925 4600
k19 3471 3385 1134
k20 3783 5137 4475
k21 3857 5554 4569
k22 3727 5039 3755
l1 3092 4841 3606
l2 2778 4881 3387
l3 2551 4875 3250
l4 2492 4849 3141
l5 2001 2779 1920
l6 1799 3011 1802
l7 1629 3284 1687
l8 1500 3616 1586
l9 1243 1351 976
l10 1197 1397 971
l11 1153 1438 953
l12 1108 1471 931
l13 3025 1414 781
l14 1498 3319 1118
l15 1292 2468 4474
l16 4047 6239 5176
l17 1777 5215 4248
l18 3734 3471 5137
l19 3637 3998 1320
l20 4021 6154 5025
l21 3889 5974 4771
l22 3576 5666 4413
gs0 929 821 569
gs1 990 907 639
gs2 1048 975 703
gs3 1113 1068 779
gs4 1187 1163 863
gs5 1273 1266 955
gs6 1364 1390 1071
gs7 1470 1528 1191
gs8 1587 1673 1310
gs9 1718 1853 1461
gs10 1858 2049 1624
gs11 2024 2287 1813
gs12 2200 2532 1990
gs13 2402 2862 2250
gs14 2623 3255 2526
gs15 2876 3699 2881
gs16 3129 4217 3266
gs17 3407 4747 3716
gs18 3605 5195 4097
gs19 3779 5615 4496
gs20 3885 5907 4779
gs21 3882 5951 4843
gs22 3879 5976 4883
gs23 3883 6027 4945
