patch r g b
a1 9649 14994 13128
a2 9576 15100 13328
a3 9419 15147 13519
a4 9296 14988 13326
a5 8497 13249 9748
a6 7713 13426 10081
a7 6908 13523 10409
a8 6055 13570 10804
a9 5879 8731 5892
a10 5539 8892 6004
a11 5193 8972 6084
a12 4951 9123 6208
a13 4572 5847 3855
a14 4419 5939 3870
a15 4390 5769 3829
a16 4427 5846 3811
a17 4410 5776 3838
a18 4430 5752 3814
a19 4596 5899 3790
a20 9810 15290 14141
a21 9269 15045 13797
a22 8025 14749 13604
b1 9746 15167 13553
b2 9730 15361 13928
b3 9634 15443 14292
b4 9552 15351 14233
b5 8441 13589 10779
b6 7810 14022 11714
b7 7011 14361 12716
b8 6273 14499 13323
b9 5859 8778 6108
b10 5503 9079 6528
b11 5212 9256 6839
b12 4975 9464 7181
b13 4933 5934 3871
b14 4442 6192 3864
b15 4409 6019 4343
b16 4994 6654 4403
b17 4494 6514 4364
b18 4952 6138 4352
b19 4959 6244 3766
b20 9734 15340 14203
b21 8509 14886 13761
b22 5936 11170 8444
c1 9660 14952 12987
c2 9725 15284 13819
c3 9736 15388 14351
c4 9640 15377 14307
c5 7030 11551 9031
c6 6546 12503 11061
c7 6149 13285 12771
c8 6064 13735 13512
c9 5427 8072 5828
c10 5228 8482 6610
c11 5013 8742 7278
c12 4875 9016 7854
c13 5474 6059 3871
c14 4500 6599 3903
c15 4454 6314 4998
c16 5624 7575 5056
c17 4603 7301 5049
c18 5525 6591 4987
c19 5554 6825 3866
c20 9847 15444 14277
c21 6212 12873 10999
c22 5680 9927 7351
d1 9737 15022 13149
d2 9838 15278 13834
d3 9911 15418 14360
d4 9854 15318 14237
d5 7009 10515 8254
d6 7018 11325 10264
d7 7188 12214 12483
d8 7456 12792 13874
d9 5183 7329 5375
d10 5133 7624 6195
d11 5116 7855 6923
d12 5173 8751 9594
d13 6100 6195 3805
d14 4571 7105 3974
d15 4464 6641 5676
d16 6410 8760 5833
d17 4715 8235 5797
d18 6168 7081 5665
d19 6272 7489 3952
d20 7807 14186 12548
d21 7196 11420 8513
d22 5474 9150 7013
e1 9804 15095 13198
e2 9964 15369 13983
e3 10021 15493 14452
e4 9993 15389 14406
e5 8996 12965 10226
e6 9244 13490 11878
e7 9541 14077 13367
e8 9852 14479 14468
e9 6394 8715 6353
e10 6572 8937 6998
e11 6791 9099 7633
e12 7487 9635 9665
e13 6846 6391 3839
e14 4663 7705 4070
e15 4528 7057 6495
e16 7317 10138 6735
e17 4868 9339 6676
e18 6981 7781 6544
e19 7132 8347 4110
e20 6003 13779 13216
e21 7373 13804 12600
e22 5845 11527 9714
f1 9993 15481 14026
f2 10082 15600 14316
f3 10098 15629 14409
f4 10122 15568 14421
f5 9598 13950 11087
f6 9732 14154 11730
f7 9846 14481 12408
f8 10051 14882 13462
f9 6575 8546 5933
f10 6957 8524 6049
f11 7303 8494 6292
f12 8229 8459 6778
f13 7655 6647 3881
f14 4802 8413 4267
f15 4558 7449 7394
f16 8193 11537 7707
f17 5020 10489 7601
f18 7858 8589 7454
f19 8016 9340 4316
f20 6693 11207 8746
f21 5643 10627 8965
f22 5418 9632 7789
g1 9871 15044 12885
g2 9934 15043 12856
g3 9973 15027 12754
g4 9954 14926 12593
g5 9430 13020 9370
g6 9579 13005 9281
g7 9681 12981 9313
g8 9774 13036 9355
g9 6645 8421 5672
g10 7154 8316 5630
g11 7572 8200 5543
g12 8550 7827 5333
g13 8280 6903 3907
g14 4939 9178 4432
g15 4615 7913 8332
g16 8890 12849 8879
g17 5202 11578 8609
g18 8551 9457 8494
g19 8680 10364 4616
g20 5707 9761 8039
g21 5727 10442 9450
g22 5102 10789 12732
h1 9841 14871 12414
h2 9871 14720 11766
h3 9874 14542 11283
h4 9834 14319 10757
h5 9373 12857 8652
h6 9535 12606 8001
h7 9603 12356 7362
h8 9703 12139 6770
h9 6658 8359 5394
h10 7069 8219 5135
h11 7465 7942 4756
h12 8370 7456 4060
h13 8763 7261 3991
h14 5091 9940 4714
h15 4688 8445 9445
h16 9348 13895 10159
h17 5392 12563 9790
h18 9103 10425 9704
h19 9127 11268 4933
h20 5512 9091 8048
h21 6475 9356 6768
h22 6179 9561 9041
i1 9674 14248 10840
i2 9706 13894 9660
i3 9712 13575 8632
i4 9656 13002 7145
i5 8870 12174 7859
i6 9005 11982 7100
i7 9148 11831 6498
i8 9487 11085 5010
i9 6376 8441 5405
i10 6460 8311 5106
i11 6529 8166 4782
i12 6730 7812 4118
i13 9092 7676 4095
i14 5259 10579 4966
i15 4753 8970 10522
i16 9692 14687 11557
i17 5620 13359 10962
i18 9504 11464 10967
i19 9353 11995 5339
i20 5747 8605 8067
i21 9175 13307 12411
i22 7520 8884 7612
j1 9867 14919 12480
j2 9823 14593 11265
j3 9756 14132 9927
j4 9681 13232 7194
j5 9058 12934 8616
j6 9010 12772 7790
j7 9047 12599 7048
j8 9105 12041 5450
j9 6267 8463 5346
j10 6158 8395 5118
j11 6085 8211 4734
j12 5973 7976 4154
j13 9276 8134 4227
j14 5477 11138 5293
j15 4837 9595 11701
j16 9957 15370 13148
j17 5904 14073 12368
j18 9773 12619 12444
j19 9504 12547 5787
j20 7450 8375 6705
j21 9721 14600 13920
j22 9841 15330 14194
k1 9560 14338 11083
k2 9393 14080 9986
k3 9104 13702 9010
k4 8891 13514 8574
k5 8406 12277 7879
k6 7919 12256 7287
k7 7446 12135 6696
k8 6273 11611 5451
k9 6005 8482 5347
k10 5727 8471 5100
k11 5507 8471 4795
k12 5051 8360 4276
k13 9419 8734 4410
k14 5704 11572 5709
k15 4958 10191 12690
k16 10104 15785 14194
k17 6240 14556 13358
k18 9984 13785 13741
k19 9565 12946 6413
k20 9797 15079 13467
k21 9756 15131 13657
k22 9699 14822 12639
l1 9759 14960 12755
l2 9667 14920 12544
l3 9444 14772 12280
l4 9351 14738 12089
l5 8564 13136 9186
l6 7796 13145 8862
l7 6926 13038 8617
l8 6055 12802 8296
l9 5891 8576 5537
l10 5580 8729 5533
l11 5281 8756 5379
l12 4953 8768 5250
l13 9498 9546 4754
l14 5995 11905 6179
l15 5138 10890 13303
l16 10159 16022 14765
l17 6701 14947 14005
l18 10121 14893 14564
l19 9579 13287 7133
l20 9896 15429 14241
l21 9777 15263 13983
l22 9775 15217 13759
gs0 4372 5631 3671
gs1 4705 6134 3995
gs2 4997 6506 4293
gs3 5297 6986 4673
gs4 5637 7509 5021
gs5 6100 8161 5491
gs6 6569 8902 5935
gs7 7068 9668 6432
gs8 7590 10427 6912
gs9 8086 11256 7532
gs10 8541 11960 8036
gs11 8856 12550 8633
gs12 9136 13114 9262
gs13 9275 13512 9794
gs14 9415 13808 10284
gs15 9630 14346 11249
gs16 9811 14916 12131
gs17 9947 15286 12951
gs18 10006 15567 13632
gs19 9941 15430 13819
gs20 9819 15292 13989
gs21 9767 15263 14059
gs22 9842 15356 14255
gs23 9858 15459 14346
