patch r g b
a1 26000 33655 34280
a2 23122 34685 34630
a3 21597 35613 35548
a4 20852 35413 35048
a5 17080 20180 19232
a6 15440 22630 20617
a7 14140 25290 21555
a8 12902 28630 22567
a9 10655 9662 9185
a10 10217 10152 9652
a11 9910 10810 10335
a12 9600 11137 10452
a13 8747 6605 6265
a14 8640 6802 6297
a15 8577 6605 6412
a16 8630 6717 6412
a17 8492 6642 6382
a18 8460 6540 6275
a19 8662 6637 6137
a20 31040 39665 43338
a21 21567 35680 39298
a22 16750 33330 36783
b1 26575 34403 36593
b2 24487 35855 38713
b3 22867 36990 40065
b4 22185 37135 40065
b5 16962 21567 23090
b6 15812 24955 27940
b7 14650 29162 32552
b8 13595 32735 34920
b9 10750 9812 9760
b10 10400 10542 10910
b11 10037 11255 12062
b12 9792 11825 12872
b13 9332 6737 6392
b14 8662 7160 6412
b15 8705 7080 7512
b16 9557 7740 7522
b17 8747 7640 7512
b18 9345 7105 7382
b19 9260 7072 6285
b20 27235 38465 42335
b21 18115 34423 38148
b22 11357 14292 15770
c1 24902 30672 33598
c2 23900 32425 37348
c3 23367 34103 40525
c4 22675 33575 40483
c5 13330 14602 17282
c6 12967 17715 25817
c7 12680 20735 34588
c8 12615 22227 37488
c9 10112 9062 9407
c10 9962 9827 11282
c11 9770 10522 13255
c12 9675 11145 14822
c13 10122 6850 6360
c14 8865 7807 6605
c15 8747 7415 8502
c16 10580 8772 8747
c17 8950 8617 8672
c18 10217 7552 8555
c19 10142 7680 6412
c20 30720 39788 44093
c21 12582 20410 25275
c22 10687 11815 13052
d1 26160 30687 34705
d2 26457 32015 38255
d3 26617 33038 41590
d4 25647 31987 41120
d5 13010 12357 15215
d6 13307 14385 23272
d7 13990 16732 34078
d8 14577 18167 40535
d9 9717 8202 8577
d10 9845 8817 10517
d11 9877 9322 12435
d12 10315 11150 20575
d13 11092 6957 6402
d14 9025 8540 6755
d15 8812 7840 9910
d16 11827 10137 10197
d17 9237 10010 10112
d18 11272 8150 10037
d19 11357 8475 6627
d20 16100 26570 32840
d21 13680 14362 16505
d22 10357 10687 12265
e1 27705 30875 35123
e2 28877 31817 39458
e3 29975 32412 42388
e4 29717 31657 42815
e5 18520 16985 21280
e6 19990 18677 29805
e7 22045 20142 38213
e8 24177 20975 43423
e9 11687 9790 10580
e10 12157 10302 12670
e11 12625 10692 14597
e12 13905 11645 20937
e13 12210 7085 6392
e14 9227 9472 6915
e15 9002 8492 11890
e16 13585 12012 12402
e17 9695 11720 11912
e18 12647 8907 12040
e19 12742 9397 6872
e20 12935 26052 36335
e21 14885 22807 33108
e22 11507 15182 20330
f1 31807 37588 40865
f2 32595 37673 42273
f3 33075 37465 43540
f4 33235 36933 43550
f5 24902 21540 24507
f6 28375 21880 28675
f7 30860 22520 33373
f8 32212 23127 38318
f9 11912 9497 9750
f10 12595 9642 10442
f11 13147 9577 10922
f12 15045 9295 12072
f13 13627 7260 6435
f14 9440 10580 7107
f15 9260 9332 14395
f16 15962 14527 15097
f17 10132 14027 14235
f18 14395 9790 14385
f19 14672 10515 7052
f20 13000 14335 17635
f21 11187 13557 18242
f22 10420 11457 14352
g1 30932 33180 34600
g2 31817 32557 34035
