patch r g b
a1 26937 33363 33098
a2 24070 36335 34140
a3 22515 39293 35985
a4 21812 38930 34588
a5 17047 19402 18145
a6 15237 22077 19242
a7 13882 25402 20225
a8 12582 30075 21055
a9 10910 9355 8705
a10 10357 9712 9067
a11 9845 10115 9290
a12 9417 10457 9577
a13 8970 6182 5720
a14 8747 6317 5690
a15 8630 6050 5667
a16 8747 6135 5615
a17 8640 6095 5775
a18 8610 6007 5690
a19 8812 6137 5540
a20 35973 46395 48900
a21 22345 40343 43945
a22 16952 37968 40205
b1 27725 34555 36900
b2 25455 38175 41483
b3 23952 41285 44765
b4 23315 41695 44713
b5 17047 20715 21822
b6 15790 24540 26702
b7 14555 29825 32938
b8 13510 36260 38148
b9 10952 9482 9152
b10 10462 10137 10250
b11 9910 10622 11177
b12 9535 11150 12030
b13 9632 6275 5720
b14 8767 6637 5677
b15 8662 6380 6487
b16 9665 7120 6627
b17 8790 7042 6712
b18 9547 6472 6562
b19 9482 6652 5742
b20 28620 43913 47940
b21 18530 39575 42250
b22 10952 13435 14735
c1 25732 29152 32938
c2 24752 32260 39768
c3 24412 35068 45735
c4 23697 34305 46000
c5 13255 13900 16462
c6 12967 17155 25445
c7 12615 20787 37795
c8 12657 23117 44958
c9 10250 8672 8705
c10 9995 9332 10377
c11 9642 9992 12435
c12 9345 10520 13915
c13 10505 6417 5742
c14 8917 7240 5880
c15 8767 6827 7585
c16 10740 8165 7757
c17 8885 7995 7670
c18 10442 7000 7617
c19 10485 7240 5795
c20 34940 46330 50370
c21 12210 19802 24517
c22 10400 10985 11847
d1 27172 29020 33918
d2 27460 30970 40555
d3 27855 32873 47258
d4 26820 31625 46970
d5 13020 11805 14427
d6 13467 13942 22632
d7 14215 16647 35525
d8 15025 19410 48633
d9 9897 7787 7862
d10 9867 8292 9567
d11 9877 8875 11667
d12 10165 10717 20042
d13 11635 6657 5935
d14 9162 8122 6180
d15 8885 7395 9205
d16 11997 9562 9205
d17 9057 9205 8992
d18 11442 7505 8800
d19 11687 8037 5977
d20 15962 26345 33150
d21 13405 13565 15417
d22 10090 9837 10995
e1 29155 28802 34130
e2 30955 30372 41825
e3 32830 31705 48473
e4 32447 30725 49060
e5 18945 16382 20640
e6 20640 18070 29835
e7 22802 20032 41728
e8 25252 21880 52373
e9 11847 9380 9867
e10 12275 9850 11720
e11 12775 10280 13810
e12 14202 11575 20875
e13 12872 6920 6030
e14 9430 9200 6585
e15 9057 8092 11145
e16 13595 11347 11230
e17 9345 10845 10792
e18 12712 8300 10580
e19 13020 8875 6167
e20 12765 26887 42645
e21 14822 22670 34663
e22 11145 14342 19402
f1 38563 39895 43860
f2 40450 39730 46310
f3 41783 39603 49828
f4 42058 38515 49923
f5 26000 19972 23592
f6 30785 20170 27437
f7 35580 20447 32382
f8 39108 21395 39693
f9 12210 9195 9057
f10 12892 9257 9707
f11 13565 9397 10400
f12 15482 9247 11710
f13 14417 7190 6072
f14 9547 10180 6732
f15 9120 8762 13392
f16 15845 13755 13915
f17 9695 12887 12977
f18 14330 9092 12755
f19 14842 9872 6297
f20 12785 13467 16655
f21 10910 12817 17452
f22 10080 10607 13105
g1 35963 31880 32958
g2 38745 30612 32392
g3 40140 29355 31647
g4 40385 28460 30987
