patch,r,g,b,refR,refG,refB,refX,refY,refZ
a1,25072.0,31812.0,32287.0,0,0,0,1540.89555006,1394.0,1372.89184178
a2,22120.0,35270.0,33993.0,0,0,0,1756.6170755,1383.0,1266.24466391
a3,20767.0,39160.0,37073.0,0,0,0,1921.44012945,1375.0,1153.39805825
a4,20150.0,39218.0,36103.0,0,0,0,2056.4045677,1440.0,1201.80097879
a5,16047.0,18045.0,16962.0,0,0,0,4144.71662125,3701.0,3359.24856191
a6,14225.0,20357.0,18072.0,0,0,0,4771.84104938,3739.0,3029.28240741
a7,12785.0,23405.0,19242.0,0,0,0,5314.16666667,3682.0,2670.5
a8,11615.0,28082.0,20875.0,0,0,0,5988.85311475,3643.0,2312.40918033
a9,10165.0,8300.0,8140.0,0,0,0,12155.5568581,11980.0,10975.8147714
a10,9547.0,8560.0,8352.0,0,0,0,12713.7809187,12000.0,10621.9081272
a11,8950.0,8805.0,8545.0,0,0,0,13202.6743499,11930.0,10121.462766
a12,8545.0,8960.0,8567.0,0,0,0,13693.3769322,11940.0,9860.08323424
a13,8012.0,5512.0,5315.0,0,0,0,21174.6122449,22170.0,21290.9562682
a14,7862.0,5715.0,5337.0,0,0,0,21130.7833284,21480.0,20883.1569613
a15,7872.0,5567.0,5380.0,0,0,0,21783.4484761,22590.0,21199.8461538
a16,7852.0,5545.0,5242.0,0,0,0,21326.0961313,21970.0,21094.2907386
a17,7735.0,5450.0,5220.0,0,0,0,21655.848564,22410.0,20947.2062663
a18,7715.0,5390.0,5167.0,0,0,0,21686.7024673,22510.0,21144.371553
a19,7990.0,5535.0,5112.0,0,0,0,20181.7634855,20830.0,20725.0474215
a20,35303.0,45005.0,49560.0,0,0,0,677.534555308,603.3,642.340452662
a21,20287.0,38973.0,45938.0,0,0,0,1736.39698492,1221.0,651.825598581
a22,15535.0,36373.0,43573.0,0,0,0,3086.12137203,1944.0,669.08707124
b1,26032.0,33048.0,37125.0,0,0,0,1469.44946809,1371.0,1210.96897163
b2,23442.0,37140.0,43093.0,0,0,0,1616.66187262,1361.0,1017.054887
