patch r g b
a1 10904 16769 12962
a2 10371 17110 13510
a3 9805 17218 13853
a4 9500 17255 13695
a5 8081 13605 9094
a6 6884 13975 9520
a7 6062 14279 9875
a8 5276 14723 10496
a9 4974 7096 4637
a10 4665 7277 4716
a11 4422 7615 4922
a12 4208 7840 5050
a13 3949 4719 3121
a14 3804 4826 3128
a15 3757 4606 3095
a16 3772 4640 3017
a17 3738 4596 3075
a18 3765 4562 3062
a19 3955 4780 3049
a20 11828 18313 15860
a21 9852 17533 15320
a22 7215 16507 14731
b1 11056 17085 13766
b2 10782 17607 14818
b3 10292 17801 15367
b4 10069 18023 15557
b5 7898 14121 10322
b6 6954 14811 11637
b7 6139 15508 13167
b8 5516 16195 14398
b9 4963 7133 4811
b10 4652 7477 5266
b11 4432 7895 5776
b12 4238 8252 6215
b13 4274 4781 3106
b14 3823 5087 3104
b15 3769 4807 3496
b16 4246 5329 3419
b17 3787 5280 3435
b18 4210 4855 3442
b19 4268 5080 3009
b20 11384 18270 15913
b21 8023 17026 15153
b22 5096 9971 7686
c1 10764 16460 12837
c2 10693 17134 14274
c3 10587 17712 15545
c4 10451 17873 15906
c5 6128 10386 8399
c6 5677 11722 11051
c7 5359 13009 13703
c8 5287 13795 15019
c9 4618 6608 4691
c10 4426 6960 5413
c11 4269 7433 6345
c12 4181 7843 7117
c13 4761 4870 3086
c14 3870 5541 3137
c15 3813 5111 4030
c16 4794 6121 3918
c17 3868 6028 3959
c18 4717 5208 3921
c19 4783 5604 3033
c20 11929 18573 16338
c21 5497 13004 11031
c22 4844 8464 6361
d1 11017 16507 13005
d2 11219 17158 14499
d3 11404 17728 15752
d4 11238 17760 15892
d5 6063 8994 7438
d6 6047 9966 10178
d7 6203 10894 13036
d8 6471 11715 15475
d9 4430 5955 4271
d10 4353 6160 4990
d11 4383 6569 6000
d12 4478 7669 9527
d13 5306 4958 3035
d14 3925 6061 3169
d15 3819 5388 4634
d16 5438 7046 4507
d17 3944 6895 4614
d18 5276 5597 4493
d19 5386 6164 3042
d20 7056 15274 13001
d21 6372 10223 7745
d22 4651 7640 5917
e1 11263 16645 13183
e2 11582 17205 14728
e3 11829 17743 15856
e4 11852 17814 16183
e5 9123 12503 9688
e6 9659 13116 11987
e7 10410 13709 14176
e8 11110 14301 16274
e9 5478 7132 5192
e10 5590 7215 5859
e11 5849 7488 6666
e12 6560 8193 9427
e13 6001 5114 3006
e14 4002 6690 3234
e15 3847 5771 5529
e16 6261 8286 5432
e17 4069 7971 5473
e18 5991 6146 5306
e19 6179 6873 3108
e20 5388 15121 14998
e21 6559 14210 13143
e22 5024 10415 9281
f1 11820 17822 14812
f2 12009 18081 15393
f3 12137 18328 15930
f4 12195 18487 16018
f5 11085 14701 10609
f6 11530 14774 11478
f7 11758 14918 12550
f8 12009 15251 13944
f9 5634 6928 4720
f10 5956 6848 4801
f11 6344 6880 5083
f12 7565 6825 5600
f13 6926 5339 3003
f14 4108 7369 3304
f15 3888 6243 6635
f16 7403 9930 6546
f17 4214 9225 6571
f18 6941 6846 6302
f19 7298 7781 3220
f20 5875 9963 8134
f21 4878 9431 8560
f22 4570 8122 6899
g1 11630 16891 12770
g2 11826 16975 12757
g3 11925 16961 12684
g4 11951 16941 12525
g5 10642 12873 8558
g6 11232 12610 8512
g7 11515 12316 8437
g8 11668 12189 8381
g9 5648 6771 4434
g10 6132 6646 4374
g11 6655 6609 4364
g12 8212 6239 4100
g13 7898 5527 2992
g14 4231 8166 3467
g15 3924 6781 7925
g16 8706 11978 7847
g17 4390 10687 7780
g18 8048 7622 7571
g19 8596 8910 3422
g20 4948 8459 7423
g21 4938 9209 9277
g22 4343 9979 14076
h1 11531 16622 11878
h2 11735 16518 11308
h3 11817 16250 10450
h4 11865 16100 10050
h5 10467 12743 7778
h6 11141 12118 6912
h7 11423 11500 6027
h8 11569 11086 5393
h9 5685 6771 4216
h10 6040 6603 3966
h11 6508 6422 3666
h12 7906 6000 3075
h13 8967 5769 3007
h14 4381 9120 3665
h15 3963 7339 9340
h16 9956 13994 9213
h17 4577 12261 9078
h18 9238 8576 8997
h19 9901 10331 3664
h20 4748 7792 7424
h21 5535 7717 5663
h22 5216 7952 8476
i1 11136 15573 9891
i2 11390 15202 8666
i3 11581 14734 7396
i4 11745 13947 5773
i5 8869 11431 6768
i6 9259 11099 5883
i7 9617 10753 5184
i8 10580 9662 3684
i9 5406 6844 4194
i10 5473 6733 3928
i11 5583 6696 3668
i12 5766 6405 3161
i13 9826 6037 3011
i14 4550 10137 3858
i15 4028 7970 10780
i16 10892 15796 10879
i17 4801 13789 10633
