patch r g b
i18 10254 9701 10485
i19 10867 11860 4006
i20 4960 7249 7402
i21 9865 12818 12849
i22 6490 7039 6514
j1 11538 16986 12181
j2 11594 16583 10656
j3 11669 16122 8918
j4 11768 14938 5838
j5 9331 12989 7664
j6 9193 12647 6689
j7 9191 12275 5699
j8 9282 11444 4087
j9 5312 6890 4171
j10 5232 6872 3964
j11 5199 6830 3659
j12 5108 6667 3201
j13 10496 6400 3063
j14 4762 11164 4121
j15 4109 8727 12489
j16 11560 17256 12976
j17 5074 15136 12518
j18 11096 11192 12447
j19 11398 13198 4445
j20 6608 6753 5599
j21 11671 15638 15610
j22 11733 17920 15808
k1 10583 15806 10266
k2 9975 15471 9056
k3 9190 15127 8006
k4 8753 15044 7587
k5 7871 11829 6942
k6 7103 11742 6115
k7 6496 11612 5361
k8 5406 11452 4239
k9 5104 6978 4180
k10 4852 7017 3943
k11 4679 7166 3729
k12 4290 7213 3313
k13 10914 6971 3198
k14 5001 12101 4514
k15 4228 9489 14181
k16 11968 18347 15267
k17 5417 16073 14310
k18 11714 13010 14686
k19 11623 14267 5012
k20 11804 17543 14330
k21 11790 17850 14823
k22 11513 16928 12659
l1 11085 17044 12684
l2 10546 16925 12426
l3 9822 16802 12034
l4 9585 16810 11823
l5 8111 13455 8363
l6 6911 13629 8077
l7 6038 13706 7769
l8 5265 13776 7459
l9 5002 7056 4327
l10 4711 7251 4294
l11 4481 7495 4241
l12 4195 7591 4118
l13 11206 7823 3445
l14 5287 12755 5011
l15 4418 10291 15357
l16 12232 19052 16972
l17 5852 16708 15620
l18 12054 15104 16431
l19 11680 15023 5887
l20 12088 18703 16466
l21 11887 18369 15855
l22 11519 17831 14766
gs0 3685 4510 2918
gs1 3933 4936 3153
gs2 4206 5298 3365
gs3 4463 5714 3619
gs4 4765 6126 3898
gs5 5165 6700 4311
gs6 5574 7292 4740
gs7 6075 8039 5269
gs8 6603 8757 5764
gs9 7201 9629 6404
gs10 7851 10533 6967
gs11 8571 11737 7732
gs12 9302 12737 8378
gs13 9929 13793 9084
gs14 10431 14743 9853
gs15 10857 15578 10814
gs16 11224 16475 11757
gs17 11512 17207 12870
gs18 11784 17796 13954
gs19 11955 18213 15023
gs20 11991 18507 15997
gs21 11866 18399 16076
gs22 11773 18234 16141
gs23 11786 18389 16436
