patch,r,g,b,refR,refG,refB,refX,refY,refZ
a1,26915.0,33298.0,36335.0,0,0,0,1540.89555006,1394.0,1372.89184178
a2,23720.0,34743.0,37445.0,0,0,0,1756.6170755,1383.0,1266.24466391
a3,21620.0,35548.0,38500.0,0,0,0,1921.44012945,1375.0,1153.39805825
a4,20895.0,35488.0,38425.0,0,0,0,2056.4045677,1440.0,1201.80097879
a5,16440.0,21160.0,22227.0,0,0,0,4144.71662125,3701.0,3359.24856191
a6,14385.0,23062.0,23462.0,0,0,0,4771.84104938,3739.0,3029.28240741
a7,13212.0,25430.0,24752.0,0,0,0,5314.16666667,3682.0,2670.5
a8,12275.0,28230.0,26235.0,0,0,0,5988.85311475,3643.0,2312.40918033
a9,10570.0,9962.0,10025.0,0,0,0,12155.5568581,11980.0,10975.8147714
a10,10037.0,10292.0,10155.0,0,0,0,12713.7809187,12000.0,10621.9081272
a11,9577.0,10670.0,10335.0,0,0,0,13202.6743499,11930.0,10121.462766
a12,9322.0,11052.0,10707.0,0,0,0,13693.3769322,11940.0,9860.08323424
a13,8577.0,6465.0,6425.0,0,0,0,21174.6122449,22170.0,21290.9562682
a14,8352.0,6615.0,6382.0,0,0,0,21130.7833284,21480.0,20883.1569613
a15,8247.0,6355.0,6327.0,0,0,0,21783.4484761,22590.0,21199.8461538
a16,8257.0,6385.0,6317.0,0,0,0,21326.0961313,21970.0,21094.2907386
a17,8075.0,6215.0,6190.0,0,0,0,21655.848564,22410.0,20947.2062663
a18,7980.0,6045.0,6010.0,0,0,0,21686.7024673,22510.0,21144.371553
a19,8150.0,6097.0,5742.0,0,0,0,20181.7634855,20830.0,20725.0474215
a20,30870.0,37103.0,42645.0,0,0,0,677.534555308,603.3,642.340452662
a21,20490.0,34253.0,40205.0,0,0,0,1736.39698492,1221.0,651.825598581
a22,14875.0,31620.0,37998.0,0,0,0,3086.12137203,1944.0,669.08707124
b1,27535.0,33910.0,38893.0,0,0,0,1469.44946809,1371.0,1210.96897163
b2,25350.0,35435.0,40983.0,0,0,0,1616.66187262,1361.0,1017.054887
b3,23197.0,36628.0,42623.0,0,0,0,1779.34856974,1371.0,892.706576231
b4,22407.0,36793.0,43113.0,0,0,0,1889.49837806,1421.0,880.005897965
b5,16100.0,22205.0,26020.0,0,0,0,4135.86095346,3702.0,2667.24687855
b6,14597.0,25115.0,31307.0,0,0,0,4610.41608294,3677.0,2015.18968899
b7,13637.0,28657.0,36060.0,0,0,0,5131.65018264,3623.0,1425.17561113
b8,12935.0,31712.0,39225.0,0,0,0,5745.68917749,3593.0,1030.71919192
b9,10580.0,10080.0,10495.0,0,0,0,12015.8026467,11930.0,10375.2560414
b10,10057.0,10642.0,11475.0,0,0,0,12482.5843015,11880.0,9301.3431567
b11,9665.0,11102.0,12265.0,0,0,0,12913.716443,11850.0,8373.86744966
b12,9407.0,11720.0,13340.0,0,0,0,13307.1124031,11830.0,7614.8255814
b13,9172.0,6615.0,6487.0,0,0,0,19217.069371,20630.0,20793.7301587
b14,8437.0,6935.0,6435.0,0,0,0,19972.9593693,19710.0,20080.5336568
b15,8247.0,6622.0,7127.0,0,0,0,20622.7197117,21530.0,17536.7729415
b16,9130.0,7330.0,7265.0,0,0,0,16861.7990654,17390.0,16536.7523364
b17,8267.0,7120.0,7127.0,0,0,0,18892.7752028,18730.0,16635.6257242
b18,8790.0,6505.0,6915.0,0,0,0,18277.5034868,19850.0,17242.0920502
b19,8747.0,6557.0,5902.0,0,0,0,17538.2760736,17940.0,19552.398773
b20,27075.0,36443.0,42528.0,0,0,0,1053.00981267,827.4,579.893487957
b21,16302.0,33043.0,38980.0,0,0,0,2565.17791411,1644.0,593.626643295
b22,10282.0,13835.0,16537.0,0,0,0,8353.68619934,7262.0,4269.30832421
c1,25755.0,30837.0,36293.0,0,0,0,1768.28067701,1735.0,1390.93653032
c2,24752.0,32562.0,40248.0,0,0,0,1520.63736829,1376.0,639.728604472
c3,24027.0,33943.0,43273.0,0,0,0,1719.22832443,1511.0,611.622679888
c4,23432.0,33538.0,43263.0,0,0,0,1782.17157712,1551.0,506.887843526
c5,12510.0,14995.0,19157.0,0,0,0,6812.41986337,6531.0,3816.32790331
c6,11987.0,18007.0,28695.0,0,0,0,7333.96819961,6614.0,2231.09246575
c7,11762.0,20960.0,37360.0,0,0,0,7802.91824197,6565.0,1144.84168242
c8,11805.0,22332.0,40493.0,0,0,0,8135.79843861,6639.0,931.3761533
c9,9962.0,9262.0,10100.0,0,0,0,13562.9642058,13670.0,10994.1051454
c10,9620.0,9795.0,11582.0,0,0,0,13809.5832213,13630.0,9210.0537779
c11,9322.0,10392.0,13595.0,0,0,0,14117.4164291,13630.0,7572.61466701
c12,9237.0,11090.0,15355.0,0,0,0,14248.7484165,13490.0,6439.10818343
c13,9995.0,6775.0,6637.0,0,0,0,16961.1124331,18770.0,20098.7507436
c14,8555.0,7480.0,6552.0,0,0,0,18146.2688442,17160.0,18588.2035176
c15,8300.0,6967.0,8140.0,0,0,0,19267.009544,20210.0,14101.9936373
c16,10015.0,8332.0,8352.0,0,0,0,13117.1403662,13530.0,12672.8247602
c17,8460.0,8075.0,8267.0,0,0,0,16403.1257176,15670.0,12903.9121699
c18,9610.0,6997.0,8097.0,0,0,0,15119.7481918,17140.0,13655.0656309
c19,9642.0,7175.0,6040.0,0,0,0,14366.1102159,14530.0,17929.5423783
c20,30602.0,37423.0,43413.0,0,0,0,698.445505618,609.9,495.025280899
c21,11272.0,19850.0,27535.0,0,0,0,6467.26647261,5060.0,1862.51918497
c22,9812.0,11320.0,12957.0,0,0,0,9716.66776226,8963.0,5869.77074774
d1,27150.0,30837.0,36933.0,0,0,0,1614.60463193,1667.0,1314.48028674
d2,27705.0,32122.0,40865.0,0,0,0,1582.53046409,1660.0,1061.33264195
d3,28100.0,33183.0,44210.0,0,0,0,1588.4334817,1675.0,878.505192878
d4,27172.0,32387.0,44190.0,0,0,0,1771.58262351,1867.0,905.101971283
d5,12370.0,12785.0,16537.0,0,0,0,7852.75951333,8170.0,5126.60626456
d6,12497.0,14980.0,25712.0,0,0,0,7731.9558308,8131.0,3139.14746436
d7,12935.0,17255.0,36005.0,0,0,0,7581.05595161,8071.0,1783.67530784
d8,13510.0,18700.0,42250.0,0,0,0,7487.87515502,8020.0,1069.22281935
d9,9590.0,8315.0,9195.0,0,0,0,15022.4101714,15560.0,12424.7761194
d10,9492.0,8687.0,10762.0,0,0,0,14954.9332635,15600.0,10272.0753729
d11,9430.0,9135.0,12637.0,0,0,0,14723.6377246,15420.0,8329.41616766
d12,9632.0,11225.0,21822.0,0,0,0,14469.8237394,15350.0,4428.27978581
d13,10942.0,6897.0,6690.0,0,0,0,14810.1086957,16920.0,19356.8478261
d14,8705.0,8230.0,6712.0,0,0,0,16347.5246225,14680.0,17166.8286277
d15,8332.0,7372.0,9492.0,0,0,0,18300.8244275,19210.0,11369.5826972
d16,11145.0,9685.0,9812.0,0,0,0,10065.2053597,10330.0,9695.09466939
d17,8662.0,9295.0,9535.0,0,0,0,14196.241074,12970.0,9880.31705227
d18,10580.0,7515.0,9332.0,0,0,0,12563.722966,14900.0,10898.7899073
d19,10645.0,7947.0,6242.0,0,0,0,11627.0943396,11540.0,16421.2418525
d20,14140.0,25355.0,34558.0,0,0,0,3926.20380148,3076.0,1118.17634636
d21,12307.0,13982.0,16792.0,0,0,0,6130.00053952,5944.0,3960.52872943
d22,9472.0,10110.0,11902.0,0,0,0,10538.8707519,10140.0,6455.19400589
e1,28577.0,30847.0,37263.0,0,0,0,1407.42179072,1544.0,1212.54800431
e2,30165.0,31765.0,41878.0,0,0,0,1315.63069307,1546.0,965.101980198
e3,31360.0,32510.0,44755.0,0,0,0,1261.59275598,1565.0,807.0269329
e4,31167.0,31972.0,45363.0,0,0,0,1370.7276068,1714.0,851.882406982
e5,18647.0,18122.0,24210.0,0,0,0,3912.51686559,4333.0,2997.34769071
e6,20480.0,19760.0,32968.0,0,0,0,3622.82933579,4349.0,2058.15221402
e7,23015.0,21112.0,40705.0,0,0,0,3175.94313968,4188.0,1263.99258344
e8,25850.0,22125.0,45798.0,0,0,0,3068.46971473,4292.0,1025.61860102
e9,11370.0,9945.0,11325.0,0,0,0,10563.4212696,11230.0,9066.70513877
e10,11625.0,10180.0,12775.0,0,0,0,10263.8896121,11280.0,7823.46263994
e11,11955.0,10595.0,14822.0,0,0,0,9676.59921027,10980.0,6441.13030602
e12,13137.0,11927.0,22482.0,0,0,0,8704.93621622,10890.0,3951.00972973
e13,12190.0,7100.0,6615.0,0,0,0,12802.1338655,15190.0,18645.8765735
e14,8885.0,9172.0,6850.0,0,0,0,14639.8727648,12430.0,15674.281293
e15,8395.0,7920.0,11295.0,0,0,0,17193.9618955,18040.0,8830.52271617
e16,12605.0,11522.0,11667.0,0,0,0,7529.6489083,7684.0,7156.07452693
e17,8940.0,10942.0,11422.0,0,0,0,12289.0324417,10660.0,7386.76721685
e18,11772.0,8235.0,11177.0,0,0,0,10194.8959366,12680.0,8542.34886026
e19,12082.0,8927.0,6392.0,0,0,0,9129.93922652,8837.0,14581.8637201
e20,11625.0,24630.0,38563.0,0,0,0,6434.84630839,4647.0,588.168759417
e21,13255.0,22370.0,35463.0,0,0,0,4750.84660622,4005.0,1057.9245283
e22,10367.0,15032.0,21930.0,0,0,0,8016.6317388,7048.0,2773.89015439
f1,32968.0,36555.0,41610.0,0,0,0,672.98500283,774.7,744.448556876
f2,33875.0,36783.0,43635.0,0,0,0,495.72192846,663.6,560.740279938
f3,34355.0,36763.0,44808.0,0,0,0,526.972400898,771.7,625.286711543
f4,34558.0,36858.0,45393.0,0,0,0,451.931165185,711.7,501.553673374
f5,26585.0,22877.0,28012.0,0,0,0,2040.2863673,2425.0,2055.28367841
f6,29985.0,23207.0,31690.0,0,0,0,1719.0386414,2426.0,1825.91877923
f7,32137.0,23810.0,36123.0,0,0,0,1311.0,2262.0,1427.0
f8,33405.0,24635.0,40898.0,0,0,0,1053.41581171,2262.0,1234.97646349
f9,11645.0,9620.0,10185.0,0,0,0,10025.6144307,10740.0,9504.96054115
f10,12222.0,9550.0,10590.0,0,0,0,9726.42303433,10870.0,9497.7076412
f11,12775.0,9477.0,10877.0,0,0,0,9151.00725222,10680.0,8855.53585818
f12,15152.0,9312.0,12177.0,0,0,0,7953.52323838,10610.0,7948.22088956
f13,13947.0,7250.0,6660.0,0,0,0,10665.917791,13160.0,17466.8340132
f14,9110.0,10325.0,7075.0,0,0,0,12931.5443038,10340.0,14124.477396
f15,8460.0,8560.0,13447.0,0,0,0,16328.1560953,17010.0,6770.30888941
f16,14735.0,13925.0,14607.0,0,0,0,5341.98951965,5471.0,5114.23027656
f17,9322.0,13152.0,14022.0,0,0,0,10450.3650298,8564.0,5294.46267386
f18,13585.0,9145.0,13532.0,0,0,0,8025.29273454,10590.0,6284.7778039
f19,14330.0,10292.0,6765.0,0,0,0,6978.71864952,6562.0,12833.8794212
f20,11625.0,13852.0,18017.0,0,0,0,6903.98126464,6633.0,3722.97189696
f21,10047.0,13195.0,19085.0,0,0,0,8878.60150376,8172.0,3430.60150376
f22,9525.0,11017.0,14522.0,0,0,0,10106.409874,9556.0,4909.45950116
g1,31807.0,32707.0,36283.0,0,0,0,817.542575713,961.1,1047.29097324
g2,32968.0,32642.0,36538.0,0,0,0,616.631853786,858.8,1016.00997969
g3,33618.0,32077.0,36485.0,0,0,0,531.98072842,863.2,1080.29962719
g4,33820.0,31752.0,35665.0,0,0,0,587.516193752,945.5,1176.92934938
g5,24112.0,18440.0,20287.0,0,0,0,2636.33266533,3110.0,3157.18866304
g6,28087.0,18017.0,20075.0,0,0,0,2327.80919932,3134.0,3436.54400909
g7,30870.0,17787.0,20522.0,0,0,0,1898.39362594,3006.0,3499.29661728
g8,31987.0,17607.0,20542.0,0,0,0,1740.27589158,3101.0,4006.0850214
g9,11762.0,9455.0,9642.0,0,0,0,10101.3341001,10840.0,10226.0034503
g10,12530.0,9220.0,9590.0,0,0,0,9498.54285714,10700.0,10372.8857143
g11,13350.0,9040.0,9525.0,0,0,0,8899.92598918,10520.0,10525.989183
g12,16772.0,8437.0,9077.0,0,0,0,7914.0,10620.0,11466.0
g13,16270.0,7490.0,6712.0,0,0,0,9107.18971061,11570.0,16525.3826367
g14,9417.0,11832.0,7352.0,0,0,0,11366.1390374,8468.0,12511.1627196
g15,8545.0,9365.0,16675.0,0,0,0,15004.0164309,15580.0,4970.52487449
g16,17495.0,17037.0,18145.0,0,0,0,3729.77677269,3785.0,3529.86868982
g17,9760.0,15840.0,17315.0,0,0,0,8909.14237192,6880.0,3684.39286725
g18,15940.0,10435.0,17027.0,0,0,0,6309.60683761,8816.0,4703.45299145
g19,17315.0,12092.0,7075.0,0,0,0,5352.95073892,4787.0,11297.5772503
g20,10122.0,11587.0,15897.0,0,0,0,9417.85973306,9173.0,4509.11508436
g21,10165.0,12930.0,21407.0,0,0,0,8966.88846611,8666.0,2975.91058264
g22,9430.0,15130.0,36208.0,0,0,0,11447.3333333,10850.0,1036.0
h1,31412.0,32210.0,33235.0,0,0,0,791.887424387,875.2,1119.28634193
h2,32510.0,31210.0,30315.0,0,0,0,684.165517241,831.6,1380.7862069
h3,33225.0,30565.0,27737.0,0,0,0,686.247926267,882.9,1821.40506912
h4,33330.0,29345.0,25530.0,0,0,0,687.428740624,921.3,2028.46036321
h5,23517.0,18215.0,17697.0,0,0,0,2694.13649112,2973.0,3597.43191025
h6,27470.0,17112.0,15280.0,0,0,0,2490.53438443,3007.0,4589.68466957
h7,30272.0,16345.0,13405.0,0,0,0,2220.23469014,2932.0,5599.50715072
h8,31902.0,15770.0,12135.0,0,0,0,1984.7144623,2857.0,6930.02018953
h9,11772.0,9392.0,9195.0,0,0,0,9865.49112426,10440.0,10582.0828402
h10,12307.0,9087.0,8555.0,0,0,0,9669.96366939,10510.0,11639.5943082
h11,13052.0,8747.0,8012.0,0,0,0,9394.89282386,10530.0,12787.1295433
h12,16080.0,8037.0,6807.0,0,0,0,8565.11318242,10400.0,15655.3928096
h13,19382.0,7835.0,6712.0,0,0,0,7723.47364932,10140.0,15746.0722572
h14,9845.0,13680.0,7660.0,0,0,0,9862.24714519,6835.0,11177.95677
h15,8630.0,10397.0,20660.0,0,0,0,14611.0113107,14990.0,3643.61055666
h16,21427.0,21320.0,23015.0,0,0,0,2585.01320035,2558.0,2360.6535641
h17,10282.0,18982.0,21685.0,0,0,0,7651.25899688,5541.0,2509.07282516
h18,18977.0,11932.0,21322.0,0,0,0,4906.92124308,7316.0,3349.66283525
h19,21140.0,14170.0,7565.0,0,0,0,3888.58719417,3272.0,9872.20822488
h20,9750.0,10490.0,15770.0,0,0,0,10388.5204082,10550.0,4693.16083576
h21,11060.0,10335.0,11880.0,0,0,0,8133.96471856,8373.0,6043.53353084
h22,10547.0,11075.0,19265.0,0,0,0,8975.0715588,9753.0,3498.45533273
i1,28535.0,27790.0,25445.0,0,0,0,1200.01674224,1188.0,1755.6874782
i2,29890.0,26462.0,20235.0,0,0,0,1194.37779619,1164.0,2463.49461475
i3,31200.0,25072.0,16600.0,0,0,0,1234.09598433,1182.0,3372.3467189
i4,32595.0,22877.0,12337.0,0,0,0,1250.64900662,1160.0,5271.47019868
i5,18145.0,16062.0,14672.0,0,0,0,3791.2764613,3830.0,4479.82938389
i6,19402.0,15647.0,12690.0,0,0,0,3791.32240056,3790.0,5642.68318214
i7,20542.0,15257.0,11177.0,0,0,0,3841.08212376,3799.0,6870.99503438
i8,25285.0,13685.0,8117.0,0,0,0,3871.40683678,3768.0,10502.1434762
i9,11262.0,9520.0,9100.0,0,0,0,10083.2535885,10280.0,10378.3732057
i10,11370.0,9365.0,8555.0,0,0,0,10217.4876847,10400.0,11402.2167488
i11,11485.0,9195.0,7990.0,0,0,0,10238.0012731,10360.0,12374.6276257
i12,11730.0,8687.0,6840.0,0,0,0,10296.6382253,10450.0,14918.890785
i13,22590.0,8172.0,6755.0,0,0,0,6446.19438741,8810.0,14894.3874059
i14,10250.0,15897.0,8097.0,0,0,0,8554.57972914,5459.0,9835.26256007
i15,8832.0,11795.0,25680.0,0,0,0,14175.6521739,14300.0,2611.30434783
