patch,r,g,b,refR,refG,refB,refX,refY,refZ
a1,10904.0,16769.0,12962.0,0,0,0,3.6,3.01,2.05
a2,10371.0,17110.0,13510.0,0,0,0,4.42,2.97,1.76
a3,9805.0,17218.0,13853.0,0,0,0,5.12,3.01,1.46
a4,9500.0,17255.0,13695.0,0,0,0,5.65,3.26,1.6
a5,8081.0,13605.0,9094.0,0,0,0,12.71,10.97,7.93
a6,6884.0,13975.0,9520.0,0,0,0,15.07,11.1,6.97
a7,6062.0,14279.0,9875.0,0,0,0,17.42,11.1,6.06
a8,5276.0,14723.0,10496.0,0,0,0,20.36,11.07,5.12
a9,4974.0,7096.0,4637.0,0,0,0,40.62,39.94,31.49
a10,4665.0,7277.0,4716.0,0,0,0,42.88,40.04,30.47
a11,4422.0,7615.0,4922.0,0,0,0,45.09,40.03,29.12
a12,4208.0,7840.0,5050.0,0,0,0,46.77,39.85,28.06
a13,3949.0,4719.0,3121.0,0,0,0,71.78,75.46,63.09
a14,3804.0,4826.0,3128.0,0,0,0,71.91,73.14,62.17
a15,3757.0,4606.0,3095.0,0,0,0,74.11,76.98,63.06
a16,3772.0,4640.0,3017.0,0,0,0,72.73,75.12,62.6
a17,3738.0,4596.0,3075.0,0,0,0,74.05,76.81,62.33
a18,3765.0,4562.0,3062.0,0,0,0,74.16,77.19,62.97
a19,3955.0,4780.0,3049.0,0,0,0,69.16,71.7,62.05
a20,11828.0,18313.0,15860.0,0,0,0,1.37,1.12,0.78
a21,9852.0,17533.0,15320.0,0,0,0,5.17,3.27,0.85
a22,7215.0,16507.0,14731.0,0,0,0,10.35,5.9,0.91
b1,11056.0,17085.0,13766.0,0,0,0,3.35,2.93,1.63
b2,10782.0,17607.0,14818.0,0,0,0,3.98,2.94,1.07
b3,10292.0,17801.0,15367.0,0,0,0,4.71,3.09,0.74
b4,10069.0,18023.0,15557.0,0,0,0,5.08,3.21,0.69
b5,7898.0,14121.0,10322.0,0,0,0,12.86,11.1,5.86
b6,6954.0,14811.0,11637.0,0,0,0,14.66,11.01,3.94
b7,6139.0,15508.0,13167.0,0,0,0,16.97,10.94,2.28
b8,5516.0,16195.0,14398.0,0,0,0,19.7,11.01,1.2
b9,4963.0,7133.0,4811.0,0,0,0,40.39,40.01,29.68
b10,4652.0,7477.0,5266.0,0,0,0,42.59,40.11,26.44
b11,4432.0,7895.0,5776.0,0,0,0,44.29,39.94,23.52
b12,4238.0,8252.0,6215.0,0,0,0,45.98,39.89,21.17
b13,4274.0,4781.0,3106.0,0,0,0,65.55,71.21,61.79
b14,3823.0,5087.0,3104.0,0,0,0,68.8,67.99,60.07
b15,3769.0,4807.0,3496.0,0,0,0,71.26,74.48,51.88
b16,4246.0,5329.0,3419.0,0,0,0,57.82,60.0,49.14
b17,3787.0,5280.0,3435.0,0,0,0,65.61,64.93,49.68
b18,4210.0,4855.0,3442.0,0,0,0,62.84,68.83,51.29
b19,4268.0,5080.0,3009.0,0,0,0,60.77,62.73,59.44
b20,11384.0,18270.0,15913.0,0,0,0,2.87,2.06,0.8
b21,8023.0,17026.0,15153.0,0,0,0,8.37,4.88,0.88
b22,5096.0,9971.0,7686.0,0,0,0,29.02,24.67,11.91
c1,10764.0,16460.0,12837.0,0,0,0,4.49,4.31,2.29
c2,10693.0,17134.0,14274.0,0,0,0,4.9,4.37,1.42
c3,10587.0,17712.0,15545.0,0,0,0,5.13,4.3,0.82
c4,10451.0,17873.0,15906.0,0,0,0,5.7,4.77,0.85
c5,6128.0,10386.0,8399.0,0,0,0,23.78,22.59,10.89
c6,5677.0,11722.0,11051.0,0,0,0,25.55,22.41,5.5
c7,5359.0,13009.0,13703.0,0,0,0,27.72,22.42,2.39
c8,5287.0,13795.0,15019.0,0,0,0,28.7,22.23,1.28
c9,4618.0,6608.0,4691.0,0,0,0,46.89,47.28,32.4
c10,4426.0,6960.0,5413.0,0,0,0,48.17,47.13,26.63
c11,4269.0,7433.0,6345.0,0,0,0,49.81,47.42,21.58
c12,4181.0,7843.0,7117.0,0,0,0,50.47,46.85,18.1
c13,4761.0,4870.0,3086.0,0,0,0,58.24,65.94,60.94
c14,3870.0,5541.0,3137.0,0,0,0,64.18,60.73,57.45
c15,3813.0,5111.0,4030.0,0,0,0,68.73,71.96,42.7
c16,4794.0,6121.0,3918.0,0,0,0,45.88,47.73,38.75
c17,3868.0,6028.0,3959.0,0,0,0,58.66,55.64,39.4
c18,4717.0,5208.0,3921.0,0,0,0,53.28,61.12,41.61
c19,4783.0,5604.0,3033.0,0,0,0,50.72,52.04,56.28
c20,11929.0,18573.0,16338.0,0,0,0,1.7,1.45,0.76
c21,5497.0,13004.0,11031.0,0,0,0,22.87,17.19,4.72
c22,4844.0,8464.0,6361.0,0,0,0,34.53,31.48,17.4
d1,11017.0,16507.0,13005.0,0,0,0,4.16,4.32,2.27
d2,11219.0,17158.0,14499.0,0,0,0,4.07,4.26,1.47
d3,11404.0,17728.0,15752.0,0,0,0,4.08,4.3,0.89
d4,11238.0,17760.0,15892.0,0,0,0,4.69,4.91,0.92
d5,6063.0,8994.0,7438.0,0,0,0,26.68,27.74,13.94
d6,6047.0,9966.0,10178.0,0,0,0,26.33,27.41,7.43
d7,6203.0,10894.0,13036.0,0,0,0,26.1,27.43,3.6
d8,6471.0,11715.0,15475.0,0,0,0,25.91,27.31,1.65
d9,4430.0,5955.0,4271.0,0,0,0,53.02,55.12,37.61
d10,4353.0,6160.0,4990.0,0,0,0,52.96,55.14,30.47
d11,4383.0,6569.0,6000.0,0,0,0,52.49,54.62,24.44
d12,4478.0,7669.0,9527.0,0,0,0,52.17,54.65,11.69
d13,5306.0,4958.0,3035.0,0,0,0,51.28,60.55,59.94
d14,3925.0,6061.0,3169.0,0,0,0,58.99,52.82,54.44
