patch,r,g,b,refR,refG,refB,refX,refY,refZ
g19,7949.0,4895.0,2088.0,0,0,0,19.22,17.59,39.78
g20,4814.0,4521.0,5059.0,0,0,0,35.48,34.29,14.35
g21,4844.0,5226.0,7186.0,0,0,0,33.68,32.18,9.03
g22,4872.0,9104.0,21087.0,0,0,0,44.97,41.42,2.73
h1,17841.0,16040.0,10123.0,0,0,0,2.48,2.9,3.3
h2,21544.0,15003.0,8518.0,0,0,0,2.18,2.89,4.31
h3,26140.0,14361.0,7248.0,0,0,0,1.91,2.82,5.47
h4,27346.0,13590.0,6816.0,0,0,0,2.07,3.18,6.44
h5,10684.0,7505.0,5058.0,0,0,0,9.54,10.9,11.81
h6,13354.0,7009.0,4131.0,0,0,0,8.56,10.92,15.18
h7,17751.0,6897.0,3521.0,0,0,0,7.56,10.8,18.87
h8,24507.0,7238.0,3057.0,0,0,0,6.47,10.48,23.24
h9,5614.0,3638.0,2736.0,0,0,0,37.1,39.87,36.01
h10,5845.0,3539.0,2556.0,0,0,0,35.94,39.86,39.41
h11,6213.0,3464.0,2388.0,0,0,0,34.77,40.11,43.54
h12,7513.0,3333.0,1976.0,0,0,0,31.37,39.86,53.6
h13,8980.0,3396.0,1923.0,0,0,0,27.4,38.66,53.54
h14,4493.0,5198.0,2319.0,0,0,0,38.54,25.97,40.04
h15,4265.0,4431.0,7136.0,0,0,0,57.65,58.09,11.55
h16,9527.0,9172.0,6974.0,0,0,0,8.79,9.09,7.52
h17,4633.0,7909.0,7278.0,0,0,0,30.0,20.76,7.97
h18,8984.0,5113.0,6598.0,0,0,0,17.94,27.73,10.39
h19,9620.0,6076.0,2205.0,0,0,0,14.43,12.32,35.59
h20,4696.0,4182.0,5021.0,0,0,0,40.11,40.56,15.11
h21,5319.0,4033.0,3532.0,0,0,0,30.41,31.53,20.14
h22,5099.0,4539.0,6123.0,0,0,0,34.18,37.07,11.1
i1,13931.0,13300.0,7480.0,0,0,0,4.16,4.25,5.57
i2,15490.0,12264.0,5582.0,0,0,0,4.22,4.26,8.42
i3,18024.0,11491.0,4383.0,0,0,0,4.25,4.23,11.7
i4,26287.0,10713.0,3261.0,0,0,0,4.3,4.22,18.88
i5,8283.0,6535.0,4337.0,0,0,0,13.9,14.27,15.06
i6,8747.0,6264.0,3592.0,0,0,0,13.87,14.18,19.13
i7,9253.0,6142.0,3185.0,0,0,0,14.09,14.3,23.57
i8,11754.0,5645.0,2303.0,0,0,0,14.17,14.28,37.97
i9,5395.0,3684.0,2768.0,0,0,0,38.44,39.68,35.7
i10,5412.0,3592.0,2573.0,0,0,0,38.68,39.92,39.37
i11,5449.0,3525.0,2408.0,0,0,0,38.82,39.95,43.1
i12,5602.0,3386.0,2084.0,0,0,0,39.39,40.48,52.11
i13,10655.0,3630.0,1922.0,0,0,0,22.98,33.84,51.3
i14,4638.0,6633.0,2501.0,0,0,0,33.71,20.65,35.93
i15,4364.0,5209.0,9493.0,0,0,0,55.88,55.42,8.16
i16,11711.0,12586.0,9125.0,0,0,0,5.48,5.63,4.71
i17,4842.0,10627.0,9496.0,0,0,0,25.84,16.48,5.07
i18,10740.0,6069.0,8679.0,0,0,0,13.69,22.84,7.12
i19,11942.0,7785.0,2391.0,0,0,0,10.53,8.11,31.26
i20,4853.0,3953.0,4867.0,0,0,0,40.46,44.14,15.57
i21,9604.0,8576.0,13885.0,0,0,0,10.6,14.14,3.33
i22,6219.0,3873.0,4064.0,0,0,0,27.73,35.54,16.85
j1,17142.0,20882.0,10302.0,0,0,0,2.03,1.81,2.98
j2,17074.0,20203.0,7743.0,0,0,0,2.43,1.89,4.86
j3,18141.0,18682.0,5754.0,0,0,0,2.75,1.86,7.76
j4,26862.0,14937.0,3374.0,0,0,0,3.89,1.92,19.02
j5,8628.0,7938.0,4957.0,0,0,0,11.37,11.02,11.93
j6,8482.0,7831.0,4129.0,0,0,0,12.09,11.01,15.55
j7,8492.0,7741.0,3510.0,0,0,0,13.09,11.24,20.23
j8,8602.0,7523.0,2563.0,0,0,0,15.11,11.12,33.57
j9,5306.0,3692.0,2745.0,0,0,0,39.41,40.08,36.29
j10,5212.0,3640.0,2602.0,0,0,0,40.38,40.15,39.28
j11,5162.0,3576.0,2420.0,0,0,0,41.5,40.42,43.68
j12,5075.0,3459.0,2116.0,0,0,0,43.0,40.44,51.03
j13,12875.0,3979.0,1948.0,0,0,0,19.05,29.21,48.71
j14,4833.0,8797.0,2757.0,0,0,0,29.51,16.47,32.13
j15,4535.0,6551.0,13624.0,0,0,0,54.05,52.52,5.29
j16,14918.0,17695.0,12469.0,0,0,0,3.1,3.21,2.66
j17,5247.0,15407.0,13191.0,0,0,0,22.32,13.18,2.86
j18,13408.0,7704.0,12381.0,0,0,0,10.1,18.32,4.5
j19,15285.0,9762.0,2564.0,0,0,0,7.58,5.05,27.03
j20,6205.0,3599.0,3338.0,0,0,0,29.46,37.68,22.04
j21,19444.0,13475.0,23290.0,0,0,0,4.0,7.61,1.46
j22,24099.0,21401.0,21558.0,0,0,0,1.27,2.04,0.96
k1,11089.0,15051.0,8056.0,0,0,0,5.15,4.32,5.09
k2,9648.0,16748.0,6503.0,0,0,0,6.39,4.32,7.23
k3,8597.0,18762.0,5586.0,0,0,0,7.75,4.37,9.62
k4,8199.0,20481.0,5349.0,0,0,0,8.62,4.45,11.15
k5,7190.0,6966.0,4435.0,0,0,0,15.56,14.22,14.49
k6,6545.0,7314.0,3815.0,0,0,0,17.79,14.33,18.03
