patch,r,g,b,refR,refG,refB,refX,refY,refZ
a1,2948.0,4893.0,3474.0,0,0,0,3.6,3.01,2.05
a2,2500.0,5411.0,3663.0,0,0,0,4.42,2.97,1.76
a3,2207.0,5943.0,4007.0,0,0,0,5.12,3.01,1.46
a4,2133.0,6009.0,3976.0,0,0,0,5.65,3.26,1.6
a5,1716.0,2887.0,1934.0,0,0,0,12.71,10.97,7.93
a6,1440.0,3295.0,2061.0,0,0,0,15.07,11.1,6.97
a7,1263.0,3860.0,2208.0,0,0,0,17.42,11.1,6.06
a8,1143.0,4737.0,2446.0,0,0,0,20.36,11.07,5.12
a9,1101.0,1208.0,1009.0,0,0,0,40.62,39.94,31.49
a10,1025.0,1244.0,1026.0,0,0,0,42.88,40.04,30.47
a11,959.0,1291.0,1046.0,0,0,0,45.09,40.03,29.12
a12,903.0,1327.0,1054.0,0,0,0,46.77,39.85,28.06
a13,882.0,736.0,634.0,0,0,0,71.78,75.46,63.09
a14,859.0,758.0,643.0,0,0,0,71.91,73.14,62.17
a15,860.0,731.0,633.0,0,0,0,74.11,76.98,63.06
a16,864.0,739.0,627.0,0,0,0,72.73,75.12,62.6
a17,854.0,723.0,627.0,0,0,0,74.05,76.81,62.33
a18,849.0,714.0,618.0,0,0,0,74.16,77.19,62.97
a19,873.0,731.0,598.0,0,0,0,69.16,71.7,62.05
a20,4139.0,6935.0,5139.0,0,0,0,1.37,1.12,0.78
a21,2206.0,6113.0,5051.0,0,0,0,5.17,3.27,0.85
a22,1573.0,6127.0,5121.0,0,0,0,10.35,5.9,0.91
b1,3069.0,5047.0,3863.0,0,0,0,3.35,2.93,1.63
b2,2717.0,5693.0,4560.0,0,0,0,3.98,2.94,1.07
b3,2418.0,6247.0,5157.0,0,0,0,4.71,3.09,0.74
b4,2335.0,6424.0,5344.0,0,0,0,5.08,3.21,0.69
b5,1672.0,3059.0,2381.0,0,0,0,12.86,11.1,5.86
b6,1463.0,3661.0,2997.0,0,0,0,14.66,11.01,3.94
b7,1298.0,4529.0,3914.0,0,0,0,16.97,10.94,2.28
b8,1230.0,5741.0,4969.0,0,0,0,19.7,11.01,1.2
b9,1103.0,1224.0,1063.0,0,0,0,40.39,40.01,29.68
b10,1016.0,1277.0,1141.0,0,0,0,42.59,40.11,26.44
b11,956.0,1339.0,1229.0,0,0,0,44.29,39.94,23.52
b12,905.0,1392.0,1302.0,0,0,0,45.98,39.89,21.17
b13,942.0,736.0,618.0,0,0,0,65.55,71.21,61.79
b14,858.0,790.0,638.0,0,0,0,68.8,67.99,60.07
b15,856.0,767.0,721.0,0,0,0,71.26,74.48,51.88
b16,951.0,851.0,716.0,0,0,0,57.82,60.0,49.14
b17,863.0,839.0,728.0,0,0,0,65.61,64.93,49.68
b18,938.0,773.0,711.0,0,0,0,62.84,68.83,51.29
b19,933.0,787.0,606.0,0,0,0,60.77,62.73,59.44
b20,3051.0,6511.0,5233.0,0,0,0,2.87,2.06,0.8
b21,1719.0,6248.0,5218.0,0,0,0,8.37,4.88,0.88
b22,1073.0,1900.0,1676.0,0,0,0,29.02,24.67,11.91
c1,2824.0,4291.0,3469.0,0,0,0,4.49,4.31,2.29
c2,2649.0,4783.0,4346.0,0,0,0,4.9,4.37,1.42
c3,2544.0,5293.0,5361.0,0,0,0,5.13,4.3,0.82
c4,2453.0,5257.0,5503.0,0,0,0,5.7,4.77,0.85
c5,1312.0,1925.0,1833.0,0,0,0,23.78,22.59,10.89
c6,1213.0,2406.0,2979.0,0,0,0,25.55,22.41,5.5
c7,1166.0,3155.0,4954.0,0,0,0,27.72,22.42,2.39
c8,1195.0,3731.0,6408.0,0,0,0,28.7,22.23,1.28
c9,1026.0,1094.0,1011.0,0,0,0,46.89,47.28,32.4
c10,972.0,1161.0,1180.0,0,0,0,48.17,47.13,26.63
c11,927.0,1232.0,1364.0,0,0,0,49.81,47.42,21.58
c12,903.0,1306.0,1541.0,0,0,0,50.47,46.85,18.1
c13,1040.0,752.0,614.0,0,0,0,58.24,65.94,60.94
c14,865.0,860.0,648.0,0,0,0,64.18,60.73,57.45
c15,862.0,818.0,842.0,0,0,0,68.73,71.96,42.7
c16,1051.0,990.0,829.0,0,0,0,45.88,47.73,38.75
c17,867.0,966.0,842.0,0,0,0,58.66,55.64,39.4
c18,1035.0,837.0,820.0,0,0,0,53.28,61.12,41.61
c19,1032.0,866.0,609.0,0,0,0,50.72,52.04,56.28
c20,3976.0,6905.0,5434.0,0,0,0,1.7,1.45,0.76
c21,1140.0,2989.0,2893.0,0,0,0,22.87,17.19,4.72
c22,1032.0,1489.0,1341.0,0,0,0,34.53,31.48,17.4
d1,3042.0,4264.0,3559.0,0,0,0,4.16,4.32,2.27
d2,3056.0,4553.0,4374.0,0,0,0,4.07,4.26,1.47
d3,3101.0,4930.0,5398.0,0,0,0,4.08,4.3,0.89
d4,2956.0,4829.0,5568.0,0,0,0,4.69,4.91,0.92
d5,1311.0,1577.0,1594.0,0,0,0,26.68,27.74,13.94
d6,1318.0,1876.0,2557.0,0,0,0,26.33,27.41,7.43
d7,1381.0,2457.0,4496.0,0,0,0,26.1,27.43,3.6
d8,1502.0,3221.0,6941.0,0,0,0,25.91,27.31,1.65
d9,982.0,956.0,905.0,0,0,0,53.02,55.12,37.61
d10,964.0,1007.0,1076.0,0,0,0,52.96,55.14,30.47
d11,961.0,1070.0,1279.0,0,0,0,52.49,54.62,24.44
d12,981.0,1368.0,2254.0,0,0,0,52.17,54.65,11.69
d13,1159.0,777.0,614.0,0,0,0,51.28,60.55,59.94
d14,870.0,956.0,654.0,0,0,0,58.99,52.82,54.44
d15,862.0,877.0,994.0,0,0,0,66.07,69.08,34.69
d16,1189.0,1189.0,979.0,0,0,0,35.35,36.71,29.94
d17,880.0,1153.0,1011.0,0,0,0,51.68,46.54,30.64
d18,1158.0,919.0,957.0,0,0,0,44.32,53.48,33.27
d19,1152.0,972.0,612.0,0,0,0,41.16,41.63,52.5
d20,1452.0,3953.0,3785.0,0,0,0,13.96,10.52,2.72
d21,1333.0,1855.0,1639.0,0,0,0,21.28,20.6,11.58
d22,995.0,1291.0,1226.0,0,0,0,38.28,36.52,19.91
e1,3334.0,4222.0,3540.0,0,0,0,3.71,4.2,2.3
e2,3610.0,4472.0,4455.0,0,0,0,3.39,4.21,1.48
e3,3878.0,4753.0,5383.0,0,0,0,3.12,4.17,0.94
e4,3842.0,4695.0,5664.0,0,0,0,3.34,4.54,0.97
e5,1993.0,2295.0,2149.0,0,0,0,12.46,14.03,7.52
e6,2187.0,2548.0,3229.0,0,0,0,11.51,14.17,4.54
e7,2504.0,2975.0,4881.0,0,0,0,10.28,14.01,2.58
e8,2904.0,3528.0,6706.0,0,0,0,9.41,13.94,1.45
e9,1194.0,1177.0,1099.0,0,0,0,37.32,40.04,27.82
e10,1211.0,1194.0,1241.0,0,0,0,36.12,40.08,23.52
e11,1268.0,1258.0,1460.0,0,0,0,34.48,39.54,19.51
e12,1425.0,1459.0,2212.0,0,0,0,31.25,39.49,11.51
e13,1304.0,804.0,607.0,0,0,0,44.56,54.93,58.76
e14,878.0,1088.0,670.0,0,0,0,53.83,45.36,51.25
e15,870.0,958.0,1202.0,0,0,0,63.56,66.14,27.3
e16,1354.0,1443.0,1160.0,0,0,0,26.43,27.39,22.31
e17,894.0,1398.0,1199.0,0,0,0,45.25,38.47,22.96
e18,1305.0,1013.0,1126.0,0,0,0,36.26,46.15,25.81
e19,1304.0,1110.0,616.0,0,0,0,32.7,32.33,48.49
e20,1165.0,4356.0,5861.0,0,0,0,24.1,16.56,1.28
e21,1376.0,3455.0,4213.0,0,0,0,16.87,13.84,2.61
e22,1061.0,2026.0,2232.0,0,0,0,29.42,25.29,8.09
f1,4895.0,5789.0,4370.0,0,0,0,1.44,1.82,1.33
f2,5444.0,5884.0,4832.0,0,0,0,1.14,1.81,1.11
f3,5731.0,5891.0,5216.0,0,0,0,0.96,1.86,0.95
f4,5802.0,5802.0,5356.0,0,0,0,1.04,2.07,1.04
f5,2961.0,2914.0,2359.0,0,0,0,6.56,8.17,5.7
f6,3725.0,2924.0,2745.0,0,0,0,5.29,8.1,4.88
f7,4661.0,3024.0,3240.0,0,0,0,4.12,7.88,4.01
f8,5433.0,3291.0,4165.0,0,0,0,3.17,7.93,3.15
f9,1238.0,1149.0,1019.0,0,0,0,36.82,39.95,31.21
f10,1294.0,1121.0,1015.0,0,0,0,35.06,39.82,30.35
f11,1379.0,1129.0,1079.0,0,0,0,33.34,39.72,28.68
f12,1644.0,1120.0,1170.0,0,0,0,28.72,39.6,25.54
f13,1499.0,843.0,603.0,0,0,0,37.91,49.0,57.14
f14,891.0,1260.0,693.0,0,0,0,48.68,38.42,47.78
f15,875.0,1057.0,1460.0,0,0,0,61.43,63.43,21.2
f16,1579.0,1766.0,1374.0,0,0,0,19.07,19.84,16.29
f17,909.0,1714.0,1436.0,0,0,0,39.69,31.74,17.01
f18,1518.0,1151.0,1356.0,0,0,0,29.06,39.29,19.71
f19,1530.0,1291.0,629.0,0,0,0,25.36,24.37,44.23
f20,1218.0,1784.0,1757.0,0,0,0,25.51,24.4,11.61
f21,1029.0,1711.0,1929.0,0,0,0,32.92,29.82,10.41
f22,976.0,1400.0,1458.0,0,0,0,37.76,35.31,15.44
g1,4429.0,4630.0,3283.0,0,0,0,2.24,2.84,2.62
g2,5175.0,4503.0,3204.0,0,0,0,1.8,2.81,2.81
g3,5572.0,4327.0,3095.0,0,0,0,1.51,2.88,3.06
g4,5615.0,4237.0,3099.0,0,0,0,1.63,3.14,3.31
g5,2610.0,2320.0,1708.0,0,0,0,9.02,11.02,9.72
g6,3312.0,2220.0,1661.0,0,0,0,7.51,10.82,10.37
g7,4236.0,2152.0,1592.0,0,0,0,6.21,10.78,10.87
