patch r g b
g11 1524 1343 1065
g12 1923 1282 1008
g13 1868 1142 751
g14 1082 1716 831
g15 977 1424 1900
g16 2038 2569 2022
g17 1132 2369 1985
g18 1852 1629 1929
g19 2011 1845 816
g20 1165 1780 1850
g21 1178 2020 2502
g22 1105 2440 4277
h1 3682 4826 3636
h2 3812 4702 3328
h3 3881 4566 3018
h4 3897 4404 2848
h5 2723 2724 1957
h6 3195 2566 1668
h7 3529 2473 1487
h8 3702 2398 1345
h9 1345 1388 1035
h10 1405 1343 965
h11 1489 1295 904
h12 1841 1209 763
h13 2232 1206 755
h14 1126 1986 870
h15 994 1594 2363
h16 2489 3217 2537
h17 1194 2847 2446
h18 2212 1881 2425
h19 2470 2174 869
h20 1124 1618 1825
h21 1272 1592 1379
h22 1226 1757 2262
i1 3322 4174 2810
i2 3489 3965 2236
i3 3635 3761 1837
i4 3800 3441 1395
i5 2086 2385 1655
i6 2226 2299 1400
i7 2373 2261 1248
i8 2919 2052 916
i9 1278 1397 1023
i10 1293 1375 962
i11 1308 1351 894
i12 1339 1280 771
i13 2620 1277 771
i14 1180 2305 916
i15 1018 1813 2961
i16 3028 4122 3243
i17 1281 3462 3053
i18 2647 2200 3056
i19 2972 2605 941
i20 1144 1496 1783
i21 2404 2930 3982
i22 1470 1475 1609
j1 3717 5276 3708
j2 3712 5074 3030
j3 3757 4850 2387
j4 3888 4243 1409
j5 2234 2805 1923
j6 2217 2751 1629
j7 2209 2674 1370
j8 2245 2519 983
j9 1257 1397 1016
j10 1242 1389 956
j11 1231 1370 887
j12 1214 1332 774
j13 2996 1362 777
j14 1245 2674 979
j15 1051 2084 3686
j16 3570 5089 4066
j17 1385 4168 3726
j18 3101 2615 3848
j19 3412 3154 1030
j20 1463 1360 1310
j21 3614 3806 4823
j22 3895 5523 4849
k1 2906 4373 2931
k2 2587 4308 2375
k3 2293 4263 2002
k4 2172 4268 1854
k5 1821 2529 1704
k6 1667 2564 1477
k7 1551 2619 1294
k8 1366 2732 1020
k9 1212 1400 1000
k10 1171 1420 945
k11 1144 1443 900
k12 1074 1452 795
k13 3267 1471 800
k14 1329 3103 1066
k15 1087 2321 4273
k16 3927 5788 4671
k17 1500 4795 4225
k18 3490 3075 4566
k19 3690 3789 1157
k20 3735 5067 4370
k21 3872 5548 4527
k22 3806 5209 3925
l1 3212 5092 3854
l2 2838 5120 3681
l3 2495 5021 3454
l4 2445 5074 3484
l5 1894 3023 2158
l6 1662 3263 2053
l7 1515 3515 1927
l8 1418 3804 1812
l9 1193 1432 1051
l10 1146 1468 1038
l11 1106 1509 1012
l12 1056 1533 973
l13 3453 1633 852
l14 1421 3545 1176
l15 1130 2515 4596
l16 4095 6144 5018
l17 1613 5150 4507
l18 3748 3588 5011
l19 3814 4338 1342
l20 3964 5928 4766
l21 3891 5883 4713
l22 3631 5705 4513
gs0 909 894 666
gs1 970 983 739
gs2 1017 1047 785
gs3 1077 1135 861
gs4 1140 1230 943
gs5 1222 1351 1037
gs6 1308 1483 1146
gs7 1402 1630 1250
gs8 1502 1766 1368
gs9 1642 1985 1546
gs10 1781 2171 1705
gs11 1958 2442 1922
gs12 2157 2698 2126
gs13 2382 3031 2384
gs14 2628 3427 2699
gs15 2918 3873 3068
gs16 3220 4419 3460
gs17 3471 4888 3861
gs18 3672 5303 4239
gs19 3799 5594 4492
gs20 3870 5758 4675
gs21 3871 5832 4732
gs22 3898 5871 4809
gs23 3900 5900 4807
