patch r g b
a1 26927 31347 30357
a2 24200 36100 32265
a3 22652 41265 35218
a4 22120 41488 34790
a5 17305 17462 16420
a6 14780 19525 17357
a7 12840 22445 18347
a8 11325 27737 19690
a9 10495 8182 7830
a10 9802 8335 7895
a11 9237 8582 8065
a12 8855 8775 8117
a13 8567 5427 5040
a14 8407 5620 5167
a15 8235 5295 4932
a16 8247 5337 4867
a17 8087 5205 4815
a18 8097 5177 4815
a19 8332 5252 4665
a20 35323 43380 45693
a21 21417 39123 43998
a22 15620 36430 42015
b1 27652 32377 34653
b2 25627 37860 42123
b3 24070 43160 49123
b4 23495 44163 50403
b5 17047 18700 20437
b6 14822 21597 25095
b7 13020 26607 32830
b8 11987 34098 42293
b9 10547 8207 8130
b10 9792 8575 8800
b11 9205 8880 9407
b12 8747 9082 9877
b13 9172 5465 5007
b14 8395 5800 5050
b15 8215 5565 5615
b16 9152 6067 5560
b17 8215 5955 5572
b18 9002 5597 5560
b19 8927 5577 4697
b20 27512 42105 47013
b21 17452 39058 44383
b22 10057 11017 12487
c1 25690 26840 30252
c2 24657 30372 39405
c3 24412 34795 51340
c4 23762 34263 53055
c5 12915 12295 15012
c6 11540 14480 22985
c7 10815 18390 38618
c8 10965 22020 53385
c9 9780 7542 7820
c10 9332 7937 9002
c11 8865 8315 10377
c12 8492 8575 11572
c13 10175 5655 5040
c14 8502 6275 5167
c15 8182 5822 6435
c16 10112 6915 6477
c17 8300 6637 6360
c18 9930 5980 6360
c19 10057 6200 4880
c20 34003 43908 50605
c21 10792 16072 21512
c22 9665 9040 9812
d1 27172 26377 31210
d2 27535 28737 40653
d3 28057 31732 52863
d4 26980 30932 54430
d5 12755 10415 12935
d6 12467 11847 19892
d7 12657 14650 33918
d8 13542 19620 56893
d9 9492 6865 7160
d10 9280 7150 8342
d11 9120 7447 9780
d12 8960 8805 16815
d13 11305 5822 5082
d14 8695 6940 5327
d15 8182 6190 7490
d16 11485 8017 7500
d17 8427 7585 7457
d18 11017 6387 7255
d19 11497 6935 5040
d20 14565 22427 31030
d21 12860 11202 12552
d22 9312 8097 9045
e1 29260 25945 31540
e2 31530 27762 41493
e3 34140 30315 54633
e4 33683 29755 55985
e5 19340 14655 18252
e6 20672 16052 26842
e7 22825 18672 40908
e8 25680 22647 60100
e9 11625 8245 8842
e10 11752 8320 9867
e11 12092 8645 11422
e12 13330 9587 17112
e13 12742 5970 5082
e14 8855 7680 5487
e15 8097 6520 8780
e16 13180 9392 8970
e17 8535 8757 8767
e18 12497 7025 8610
e19 13245 7792 5230
e20 11027 24305 49368
e21 13372 19265 32968
e22 9812 11570 16367
f1 43113 35958 40950
f2 50328 36320 46650
f3 55848 36665 52843
f4 56465 36165 54035
f5 26862 18130 21087
f6 32863 18035 24465
f7 42783 18805 29560
f8 53310 20170 36858
f9 12062 8075 8097
f10 12657 7937 8235
f11 13382 8007 8695
f12 15887 7932 9515
f13 14885 6285 5177
f14 9015 8517 5667
f15 8075 6977 10410
f16 15515 11197 10707
f17 8790 10360 10602
f18 14490 7792 10472
f19 15802 8965 5487
f20 12030 11245 13882
f21 9822 10490 14620
f22 9260 8737 10965
g1 39108 28237 28982
g2 48473 27432 28982
g3 55858 26485 28472
g4 56700 25860 28215
g5 24327 15112 15600
g6 29655 14330 14907
g7 39395 13995 15035
g8 51745 13745 14427
g9 12147 7877 7607
g10 13085 7745 7532
g11 14172 7745 7467
g12 17485 7307 7095
g13 17250 6615 5242
g14 9205 9587 5752
g15 7990 7452 12595
g16 18145 13652 13117
g17 8992 12465 13010
g18 16697 8695 12807
g19 18657 10420 5827
g20 10070 9390 12380
g21 9887 10212 16367
g22 8780 14347 40653
h1 37455 27710 25062
h2 46215 26410 22312
h3 55815 25417 19765
h4 57318 23820 18520
h5 23837 15110 13637
h6 28822 13930 11635
h7 38373 13260 10227
h8 52353 12647 8767
h9 12210 7882 7192
h10 12967 7675 6775
h11 13882 7457 6265
h12 17090 7020 5370
h13 20117 6917 5295
h14 9505 11165 5977
h15 8002 8202 15675
h16 21407 17000 16570
h17 9280 15092 16090
h18 19265 9727 15770
h19 22227 12182 6115
