patch,r,g,b,refR,refG,refB,refX,refY,refZ
a1,27715.0,30725.0,30282.0,0,0,0,1540.89555006,1394.0,1372.89184178
a2,24805.0,35158.0,31380.0,0,0,0,1756.6170755,1383.0,1266.24466391
a3,23080.0,39745.0,33588.0,0,0,0,1921.44012945,1375.0,1153.39805825
a4,22162.0,39665.0,32170.0,0,0,0,2056.4045677,1440.0,1201.80097879
a5,17060.0,18007.0,16440.0,0,0,0,4144.71662125,3701.0,3359.24856191
a6,14980.0,20550.0,17400.0,0,0,0,4771.84104938,3739.0,3029.28240741
a7,13275.0,23755.0,18275.0,0,0,0,5314.16666667,3682.0,2670.5
a8,11592.0,29137.0,19317.0,0,0,0,5988.85311475,3643.0,2312.40918033
a9,10942.0,8247.0,7415.0,0,0,0,12155.5568581,11980.0,10975.8147714
a10,10282.0,8620.0,7787.0,0,0,0,12713.7809187,12000.0,10621.9081272
a11,9652.0,9007.0,8022.0,0,0,0,13202.6743499,11930.0,10121.462766
a12,9227.0,9370.0,8267.0,0,0,0,13693.3769322,11940.0,9860.08323424
a13,8950.0,5390.0,5157.0,0,0,0,21174.6122449,22170.0,21290.9562682
a14,8747.0,5587.0,5210.0,0,0,0,21130.7833284,21480.0,20883.1569613
a15,8662.0,5352.0,5145.0,0,0,0,21783.4484761,22590.0,21199.8461538
a16,8822.0,5535.0,5305.0,0,0,0,21326.0961313,21970.0,21094.2907386
a17,8800.0,5672.0,5615.0,0,0,0,21655.848564,22410.0,20947.2062663
a18,8545.0,5295.0,5145.0,0,0,0,21686.7024673,22510.0,21144.371553
a19,8832.0,5342.0,4922.0,0,0,0,20181.7634855,20830.0,20725.0474215
a20,38040.0,45303.0,47930.0,0,0,0,677.534555308,603.3,642.340452662
a21,22985.0,40528.0,43285.0,0,0,0,1736.39698492,1221.0,651.825598581
a22,16975.0,38623.0,40108.0,0,0,0,3086.12137203,1944.0,669.08707124
b1,28695.0,31807.0,33980.0,0,0,0,1469.44946809,1371.0,1210.96897163
b2,26405.0,36645.0,39608.0,0,0,0,1616.66187262,1361.0,1017.054887
b3,24805.0,41705.0,44680.0,0,0,0,1779.34856974,1371.0,892.706576231
b4,23952.0,42063.0,44478.0,0,0,0,1889.49837806,1421.0,880.005897965
b5,17080.0,19397.0,20715.0,0,0,0,4135.86095346,3702.0,2667.24687855
b6,15610.0,23127.0,25412.0,0,0,0,4610.41608294,3677.0,2015.18968899
