patch r g b
a1 24220 33633 28907
a2 20202 39345 30912
a3 17870 44798 33490
a4 17047 44713 32447
a5 14405 18225 16195
a6 12147 21490 17625
a7 10867 26382 19212
a8 10047 34338 20970
a9 10005 7980 8182
a10 9462 8410 8545
a11 8885 8650 8747
a12 8577 9055 9057
a13 8555 5507 5827
a14 8300 5575 5762
a15 8045 5170 5455
a16 7947 5055 5112
a17 7852 5017 5220
a18 7990 5102 5380
a19 8172 5192 5200
a20 34110 46130 43423
a21 17507 43853 43423
a22 12902 43485 43145
b1 25105 34428 32788
b2 21672 40215 39660
b3 19340 45895 45863
b4 18487 46928 47025
b5 14075 19260 20117
b6 12370 23707 25647
b7 11210 30587 33693
b8 10730 40445 43328
b9 9982 8010 8492
b10 9375 8512 9375
b11 8885 8860 10197
b12 8620 9422 11210
b13 9110 5517 5742
b14 8277 5780 5720
b15 8140 5497 6317
b16 8780 5842 5977
b17 8022 5795 6125
b18 8812 5502 6200
b19 8790 5630 5327
b20 24507 45943 46428
b21 14032 45335 45063
b22 9577 11955 13872
c1 23187 28515 29240
c2 21587 32180 37795
c3 20692 36315 48718
c4 19947 35755 50040
c5 11230 11847 14757
c6 10547 14752 24412
c7 10345 19237 41783
c8 10560 23025 57233
c9 9312 7142 7990
c10 8982 7715 9600
c11 8640 8197 11357
c12 8427 8687 12902
c13 9792 5490 5530
c14 8352 6265 5837
c15 8225 5890 7425
c16 9770 6855 7127
c17 8235 6775 7340
c18 9665 5940 7137
c19 9642 6140 5370
c20 32670 46433 47760
c21 9940 18177 23687
c22 9440 9680 11145
d1 24977 27512 29260
d2 25200 29622 37925
d3 25585 32222 49230
d4 24242 31280 50680
d5 11347 9765 12755
d6 11412 11602 20927
d7 11932 14580 35613
d8 12860 19685 60398
d9 9015 6350 7180
d10 8917 6755 8715
d11 8950 7297 10580
d12 8940 8917 18870
d13 10687 5507 5360
d14 8437 6957 5997
d15 8352 6445 8950
d16 11092 8287 8577
d17 8492 8092 8822
d18 10805 6450 8310
d19 10835 6845 5487
d20 12625 25845 32768
d21 11772 11905 13882
d22 9312 8582 10452
e1 27672 26580 29122
e2 29952 27805 38200
e3 32680 29867 50103
e4 32392 29167 51298
e5 16932 14202 17975
e6 18680 15710 26927
e7 21470 18135 40663
e8 24530 21540 59258
e9 10632 7537 8492
e10 11017 7962 10197
e11 11380 8300 11945
e12 12510 9177 17880
e13 11912 5612 5242
