patch r g b
e14 8502 7745 6052
e15 8407 6892 10632
e16 12670 10082 10410
e17 8620 9605 10462
e18 12167 7010 9750
e19 12350 7850 5667
e20 10665 28285 55933
e21 11955 21155 35143
e22 9590 12812 18860
f1 40875 36218 35558
f2 47323 35765 38925
f3 52800 35935 43870
f4 53845 35035 44243
f5 24775 17847 19777
f6 31967 17522 22887
f7 41313 17660 26395
f8 50955 18370 31552
f9 10995 7315 7735
f10 11687 7447 8257
f11 12177 7292 8417
f12 14437 7025 9057
f13 13670 5742 5135
f14 8535 8790 6105
f15 8320 7322 12487
f16 14375 11937 11965
f17 8790 11640 12615
f18 14022 7707 11645
f19 14375 9017 5752
f20 11252 11932 15472
f21 9407 10957 16237
f22 9045 9125 12295
g1 37103 28605 25585
g2 45223 27122 24295
g3 52428 25822 23475
g4 52993 24987 23207
g5 22162 14495 14405
g6 28460 13637 13882
g7 37498 12935 13085
g8 48165 12657 12157
g9 11252 7360 7585
g10 11955 7127 7395
g11 12765 6935 7192
g12 15962 6472 6660
g13 15822 5997 5135
g14 8662 10397 6317
g15 8247 7895 15077
g16 16600 14740 14522
g17 8812 14235 15172
g18 16067 8545 14085
g19 16857 10637 5880
g20 9822 9835 14097
g21 9770 10857 18722
g22 9440 15610 46620
h1 35293 28157 22482
h2 42273 26237 18945
h3 50988 24965 16387
h4 52640 22957 14907
h5 21342 14522 12477
h6 27117 13275 10472
h7 35858 12172 8492
h8 47663 11742 7075
h9 11305 7382 7202
h10 11837 7142 6755
h11 12690 6840 6180
h12 15492 6307 5157
h13 18667 6327 5220
h14 8970 12902 6840
h15 8427 8897 19105
h16 19702 18657 17837
h17 9087 18167 18935
h18 18765 9625 17187
h19 20182 12625 6010
h20 9590 8890 14042
h21 10985 8730 10112
h22 10377 9092 16335
i1 27545 23895 17080
i2 30677 22025 12840
i3 36018 20777 10250
i4 50553 17677 7075
i5 16557 13120 10995
i6 17785 12790 9302
i7 18837 12342 8075
i8 24027 10905 5700
i9 10707 7477 7150
i10 10847 7405 6787
i11 11102 7425 6552
i12 11455 7052 5647
i13 22270 6722 5220
i14 9195 15955 7212
i15 8620 10222 24582
i16 23890 24220 21685
i17 9387 23575 23505
i18 22205 11012 21502
i19 24837 15257 6232
i20 10025 8252 13797
i21 20075 16312 33108
i22 12977 7712 11485
j1 34408 35115 22855
j2 34110 34055 17400
j3 36710 32552 13467
j4 53173 25722 7352
j5 17475 16105 12860
j6 17272 15972 10687
j7 17240 15717 8940
j8 17550 14970 6340
j9 10452 7527 7095
j10 10430 7632 6935
j11 10485 7730 6660
j12 10250 7537 5817
j13 26820 7190 5252
j14 9557 20147 7767
j15 8992 12450 33608
j16 30635 32755 28920
j17 9940 32227 31200
j18 27362 13397 29025
j19 31540 18527 6477
j20 13287 7555 10080
j21 38648 23015 52405
j22 46768 36750 47483
k1 22015 27602 18422
k2 18837 30017 14970
k3 16740 33108 12987
k4 15897 35573 12467
k5 14330 14427 11282
k6 12977 15492 9897
k7 12030 16727 8917
k8 10175 19472 7170
k9 10132 7660 7160
k10 9812 8010 7107
k11 9505 8197 6765
k12 8875 8370 6020
k13 32840 7815 5272
k14 10025 25987 8577
k15 9440 15465 47143
k16 40503 44153 40568
k17 10805 44430 42720
k18 34950 16980 41120
k19 41548 23132 6967
k20 38383 31760 35048
k21 46000 37328 35793
k22 43785 31322 23772
l1 24667 34488 26075
l2 20587 38723 24870
l3 18082 42893 24262
l4 17465 43730 23707
l5 14650 18187 14480
l6 12370 21587 13872
l7 10995 26607 13435
l8 10070 33305 12902
l9 9940 7787 7447
l10 9440 8140 7585
l11 9035 8507 7565
l12 8695 8795 7490
l13 39575 8672 5347
l14 10495 32670 9492
l15 10197 20315 65535
l16 53545 60220 57265
l17 11965 59013 58235
l18 45043 22695 59300
l19 52010 27795 7627
l20 51115 51985 46448
l21 44138 48613 40930
l22 31072 42510 34408
gs0 7757 4602 4517
gs1 8192 5077 5027
gs2 8630 5502 5530
gs3 9002 5902 5955
gs4 9482 6350 6350
gs5 10005 6935 6905
gs6 10570 7585 7597
gs7 11657 8672 8695
gs8 12562 9595 9567
gs9 13510 10862 10792
gs10 14490 11937 11785
gs11 15515 13500 13245
gs12 16942 15050 14620
gs13 18572 17065 16217
gs14 20692 19822 18582
gs15 23315 23015 21192
gs16 25850 26255 23197
gs17 29047 29990 26212
gs18 32735 34013 29302
gs19 37125 38738 34045
gs20 41888 44353 39905
gs21 43358 45660 41548
gs22 44595 47098 43890
gs23 50030 48975 44903
