patch,r,g,b,refR,refG,refB,refX,refY,refZ
a1,24445.0,31640.0,33320.0,0,0,0,1540.89555006,1394.0,1372.89184178
a2,22855.0,32237.0,33650.0,0,0,0,1756.6170755,1383.0,1266.24466391
a3,21780.0,32237.0,33853.0,0,0,0,1921.44012945,1375.0,1153.39805825
a4,21192.0,32072.0,33448.0,0,0,0,2056.4045677,1440.0,1201.80097879
a5,17410.0,22327.0,21812.0,0,0,0,4144.71662125,3701.0,3359.24856191
a6,15662.0,23915.0,22985.0,0,0,0,4771.84104938,3739.0,3029.28240741
a7,14522.0,25540.0,24007.0,0,0,0,5314.16666667,3682.0,2670.5
a8,13415.0,27150.0,24922.0,0,0,0,5988.85311475,3643.0,2312.40918033
a9,11282.0,10685.0,10547.0,0,0,0,12155.5568581,11980.0,10975.8147714
a10,10867.0,11117.0,10792.0,0,0,0,12713.7809187,12000.0,10621.9081272
a11,10430.0,11645.0,11187.0,0,0,0,13202.6743499,11930.0,10121.462766
a12,10165.0,12097.0,11625.0,0,0,0,13693.3769322,11940.0,9860.08323424
a13,9035.0,7245.0,7150.0,0,0,0,21174.6122449,22170.0,21290.9562682
a14,8875.0,7452.0,7202.0,0,0,0,21130.7833284,21480.0,20883.1569613
a15,8800.0,7160.0,7127.0,0,0,0,21783.4484761,22590.0,21199.8461538
a16,8855.0,7245.0,7160.0,0,0,0,21326.0961313,21970.0,21094.2907386
a17,8695.0,7147.0,7170.0,0,0,0,21655.848564,22410.0,20947.2062663
a18,8620.0,6992.0,6947.0,0,0,0,21686.7024673,22510.0,21144.371553
a19,8822.0,7105.0,6850.0,0,0,0,20181.7634855,20830.0,20725.0474215
a20,26542.0,33553.0,37925.0,0,0,0,677.534555308,603.3,642.340452662
a21,21685.0,31502.0,35665.0,0,0,0,1736.39698492,1221.0,651.825598581
a22,16600.0,29287.0,33245.0,0,0,0,3086.12137203,1944.0,669.08707124
b1,24827.0,32082.0,34760.0,0,0,0,1469.44946809,1371.0,1210.96897163
b2,23825.0,32808.0,35665.0,0,0,0,1616.66187262,1361.0,1017.054887
b3,22802.0,33048.0,36188.0,0,0,0,1779.34856974,1371.0,892.706576231
b4,22237.0,33020.0,36103.0,0,0,0,1889.49837806,1421.0,880.005897965
