patch r g b
a1 30412 28822 27277
a2 25412 32632 28727
a3 22825 37973 31690
a4 21832 38228 31540
a5 17975 16340 15120
a6 14980 17730 15525
a7 13202 20425 16887
a8 11847 25120 18455
a9 11785 7627 7297
a10 11145 7797 7415
a11 10462 8017 7512
a12 10112 8235 7745
a13 9727 5107 4942
a14 9525 5262 4997
a15 9462 5060 4910
a16 9462 5037 4847
a17 9185 4867 4687
a18 9237 4840 4622
a19 9365 4852 4475
a20 40545 40848 40205
a21 21492 35633 39438
a22 15472 33438 39788
b1 31242 29642 31040
b2 27215 33938 37145
b3 24347 38903 43518
b4 23335 40315 46098
b5 17485 17512 19030
b6 14927 19637 23070
b7 13062 23805 30582
b8 12030 30070 39373
b9 11880 7750 7660
b10 11177 8090 8257
b11 10367 8267 8662
b12 10015 8587 9280
b13 10430 5230 4965
b14 9652 5517 5040
b15 9505 5342 5647
b16 10517 5757 5465
b17 9375 5507 5262
b18 10070 5145 5167
b19 10015 5172 4517
b20 30252 39075 42240
b21 16910 35770 41718
b22 11357 10612 11582
c1 28577 24607 27235
c2 26425 27257 35165
c3 25222 30790 46503
c4 24295 30602 48558
c5 13915 11715 13852
c6 12265 13590 21525
c7 11337 17127 36655
c8 11517 20707 51553
c9 11210 7147 7457
c10 10580 7420 8310
c11 10005 7670 9462
c12 9717 8032 10632
c13 11497 5337 4942
c14 9695 5847 5092
c15 9462 5587 6242
c16 11527 6460 6115
c17 9462 6157 6030
c18 10995 5490 5752
c19 11262 5710 4665
c20 39340 41200 45095
c21 11540 15267 20587
c22 10942 8617 9025
d1 30912 24442 28535
d2 30870 26345 36358
d3 31167 28837 47973
d4 29537 28352 49720
d5 13872 9797 11700
d6 13275 11127 18305
d7 13147 13632 31210
d8 13915 18602 54388
d9 10687 6360 6690
d10 10547 6610 7682
d11 10315 6865 8767
d12 9972 8097 14992
d13 12670 5470 4922
d14 9727 6285 5102
d15 9397 5800 7020
d16 12902 7510 7020
d17 9577 7010 6882
d18 12242 5875 6510
d19 12615 6312 4730
d20 14522 20042 27767
d21 14012 10702 11572
d22 10547 7632 8267
e1 34225 24437 28737
e2 36495 25797 37583
e3 38905 28025 49423
e4 38383 27772 51585
e5 20362 13812 16570
e6 21525 14970 24252
e7 23697 17260 37125
e8 27087 21097 55943
e9 12902 7637 8045
e10 13085 7750 8970
e11 13447 7947 10080
e12 14395 8777 14980
e13 14300 5657 4922
e14 9962 6947 5230
e15 9237 6040 7990
e16 14555 8815 8130
e17 9717 8192 8065
e18 13905 6502 7735
e19 14490 7170 4965
e20 11325 22115 47055
e21 13595 17715 30625
e22 10867 10952 14927
f1 49018 33585 37253
f2 55400 33373 41888
f3 60983 33485 47195
f4 61858 32775 47845
f5 30325 17452 19445
f6 37765 17697 22942
f7 47120 18247 26800
f8 57905 19382 33363
f9 13500 7532 7467
f10 14202 7420 7542
f11 14950 7475 7905
f12 17422 7307 8375
f13 16367 5865 4867
f14 10175 7887 5390
f15 9205 6467 9417
f16 16802 10602 9760
f17 9897 9690 9760
f18 15845 7202 9237
f19 17207 8300 5112
f20 12925 10327 12275
f21 10762 9737 13212
f22 10367 8235 9930
g1 44903 26735 26607
g2 53248 25757 26105
g3 61475 24880 25850
g4 62518 24235 25297
g5 27215 14432 14150
g6 34653 14187 13767
g7 45245 14117 13777
g8 58575 14065 13212
g9 13702 7452 7160
g10 14757 7350 7095
g11 15780 7202 6957
g12 19232 6807 6457
g13 18912 6120 4910
g14 10547 9120 5667
g15 9087 6962 11475
g16 19445 12962 12105
g17 10070 11730 11932
g18 17942 7947 11122
g19 20310 9695 5360
g20 11050 8517 10772
g21 10877 9572 14907
g22 9577 13675 38648
h1 43465 26325 23357
h2 51138 24870 20117
h3 61708 23852 17827
h4 64435 22370 16505
h5 26372 14267 12092
h6 33598 13642 10580
h7 44435 13435 9567
h8 60163 13147 8352
h9 13787 7472 6935
h10 14650 7325 6562
h11 15535 7010 5987
h12 18827 6615 5187
h13 22162 6515 4955
h14 10910 10762 5955
h15 9057 7720 14405
h16 23197 16025 15120
h17 10227 14292 15130
h18 20650 9012 13872
h19 24517 11442 5582
h20 10517 7665 10485
h21 12582 7745 7980
h22 11602 8182 12925
i1 35525 22440 17197
i2 39543 21210 13435
i3 45438 20192 11135
i4 65535 18230 8450
i5 20512 12700 10462
i6 22045 12615 9290
i7 23547 12285 8267
i8 30122 11367 6297
i9 13020 7490 6797
i10 13392 7467 6542
i11 13565 7340 6115
i12 13725 6835 5200
i13 26277 6935 5050
i14 11145 12610 6222
i15 9002 8635 18370
i16 28460 20217 19287
i17 10570 17692 19382
i18 24272 10387 17795
i19 30955 13802 5965
i20 11017 7170 10387
i21 21450 14085 26895
i22 14747 7160 9087
j1 43498 33058 24242
j2 43805 32185 18637
j3 46800 30352 14330
j4 65535 25030 8875
j5 21780 14960 12092
j6 21715 14927 10430
j7 21897 14735 9002
j8 22472 14180 6755
j9 12742 7467 6755
j10 12700 7495 6487
j11 12742 7447 6072
j12 12232 7057 5230
j13 31892 7462 5070
j14 11657 15210 6690
j15 9035 10302 25627
j16 36048 26810 26222
j17 10995 22952 26670
j18 29835 12780 25190
j19 39745 16750 6487
j20 14800 6700 7650
j21 41685 20532 45340
j22 52183 31150 45095
