patch,r,g,b,refR,refG,refB,refX,refY,refZ
a1,26000.0,33655.0,34280.0,0,0,0,1540.89555006,1394.0,1372.89184178
a2,23122.0,34685.0,34630.0,0,0,0,1756.6170755,1383.0,1266.24466391
a3,21597.0,35613.0,35548.0,0,0,0,1921.44012945,1375.0,1153.39805825
a4,20852.0,35413.0,35048.0,0,0,0,2056.4045677,1440.0,1201.80097879
a5,17080.0,20180.0,19232.0,0,0,0,4144.71662125,3701.0,3359.24856191
a6,15440.0,22630.0,20617.0,0,0,0,4771.84104938,3739.0,3029.28240741
a7,14140.0,25290.0,21555.0,0,0,0,5314.16666667,3682.0,2670.5
a8,12902.0,28630.0,22567.0,0,0,0,5988.85311475,3643.0,2312.40918033
a9,10655.0,9662.0,9185.0,0,0,0,12155.5568581,11980.0,10975.8147714
a10,10217.0,10152.0,9652.0,0,0,0,12713.7809187,12000.0,10621.9081272
a11,9910.0,10810.0,10335.0,0,0,0,13202.6743499,11930.0,10121.462766
a12,9600.0,11137.0,10452.0,0,0,0,13693.3769322,11940.0,9860.08323424
a13,8747.0,6605.0,6265.0,0,0,0,21174.6122449,22170.0,21290.9562682
a14,8640.0,6802.0,6297.0,0,0,0,21130.7833284,21480.0,20883.1569613
a15,8577.0,6605.0,6412.0,0,0,0,21783.4484761,22590.0,21199.8461538
a16,8630.0,6717.0,6412.0,0,0,0,21326.0961313,21970.0,21094.2907386
a17,8492.0,6642.0,6382.0,0,0,0,21655.848564,22410.0,20947.2062663
a18,8460.0,6540.0,6275.0,0,0,0,21686.7024673,22510.0,21144.371553
a19,8662.0,6637.0,6137.0,0,0,0,20181.7634855,20830.0,20725.0474215
a20,31040.0,39665.0,43338.0,0,0,0,677.534555308,603.3,642.340452662
a21,21567.0,35680.0,39298.0,0,0,0,1736.39698492,1221.0,651.825598581
a22,16750.0,33330.0,36783.0,0,0,0,3086.12137203,1944.0,669.08707124
b1,26575.0,34403.0,36593.0,0,0,0,1469.44946809,1371.0,1210.96897163
b2,24487.0,35855.0,38713.0,0,0,0,1616.66187262,1361.0,1017.054887
b3,22867.0,36990.0,40065.0,0,0,0,1779.34856974,1371.0,892.706576231
b4,22185.0,37135.0,40065.0,0,0,0,1889.49837806,1421.0,880.005897965
b5,16962.0,21567.0,23090.0,0,0,0,4135.86095346,3702.0,2667.24687855
b6,15812.0,24955.0,27940.0,0,0,0,4610.41608294,3677.0,2015.18968899
b7,14650.0,29162.0,32552.0,0,0,0,5131.65018264,3623.0,1425.17561113
b8,13595.0,32735.0,34920.0,0,0,0,5745.68917749,3593.0,1030.71919192
b9,10750.0,9812.0,9760.0,0,0,0,12015.8026467,11930.0,10375.2560414
b10,10400.0,10542.0,10910.0,0,0,0,12482.5843015,11880.0,9301.3431567
b11,10037.0,11255.0,12062.0,0,0,0,12913.716443,11850.0,8373.86744966
b12,9792.0,11825.0,12872.0,0,0,0,13307.1124031,11830.0,7614.8255814
b13,9332.0,6737.0,6392.0,0,0,0,19217.069371,20630.0,20793.7301587
b14,8662.0,7160.0,6412.0,0,0,0,19972.9593693,19710.0,20080.5336568
b15,8705.0,7080.0,7512.0,0,0,0,20622.7197117,21530.0,17536.7729415
b16,9557.0,7740.0,7522.0,0,0,0,16861.7990654,17390.0,16536.7523364
b17,8747.0,7640.0,7512.0,0,0,0,18892.7752028,18730.0,16635.6257242
b18,9345.0,7105.0,7382.0,0,0,0,18277.5034868,19850.0,17242.0920502
b19,9260.0,7072.0,6285.0,0,0,0,17538.2760736,17940.0,19552.398773
b20,27235.0,38465.0,42335.0,0,0,0,1053.00981267,827.4,579.893487957
b21,18115.0,34423.0,38148.0,0,0,0,2565.17791411,1644.0,593.626643295
b22,11357.0,14292.0,15770.0,0,0,0,8353.68619934,7262.0,4269.30832421
c1,24902.0,30672.0,33598.0,0,0,0,1768.28067701,1735.0,1390.93653032
c2,23900.0,32425.0,37348.0,0,0,0,1520.63736829,1376.0,639.728604472
c3,23367.0,34103.0,40525.0,0,0,0,1719.22832443,1511.0,611.622679888
c4,22675.0,33575.0,40483.0,0,0,0,1782.17157712,1551.0,506.887843526
c5,13330.0,14602.0,17282.0,0,0,0,6812.41986337,6531.0,3816.32790331
c6,12967.0,17715.0,25817.0,0,0,0,7333.96819961,6614.0,2231.09246575
c7,12680.0,20735.0,34588.0,0,0,0,7802.91824197,6565.0,1144.84168242
c8,12615.0,22227.0,37488.0,0,0,0,8135.79843861,6639.0,931.3761533
c9,10112.0,9062.0,9407.0,0,0,0,13562.9642058,13670.0,10994.1051454
c10,9962.0,9827.0,11282.0,0,0,0,13809.5832213,13630.0,9210.0537779
c11,9770.0,10522.0,13255.0,0,0,0,14117.4164291,13630.0,7572.61466701
c12,9675.0,11145.0,14822.0,0,0,0,14248.7484165,13490.0,6439.10818343
