patch,r,g,b,refR,refG,refB,refX,refY,refZ
a1,24902.0,32002.0,31870.0,0,0,0,1540.89555006,1394.0,1372.89184178
a2,21907.0,32680.0,32915.0,0,0,0,1756.6170755,1383.0,1266.24466391
a3,19755.0,33103.0,34568.0,0,0,0,1921.44012945,1375.0,1153.39805825
a4,19052.0,33000.0,34333.0,0,0,0,2056.4045677,1440.0,1201.80097879
a5,15790.0,22167.0,20075.0,0,0,0,4144.71662125,3701.0,3359.24856191
a6,13435.0,24150.0,21897.0,0,0,0,4771.84104938,3739.0,3029.28240741
a7,11602.0,26180.0,23495.0,0,0,0,5314.16666667,3682.0,2670.5
a8,9812.0,28450.0,25307.0,0,0,0,5988.85311475,3643.0,2312.40918033
a9,9567.0,11085.0,9610.0,0,0,0,12155.5568581,11980.0,10975.8147714
a10,8865.0,11560.0,9780.0,0,0,0,12713.7809187,12000.0,10621.9081272
a11,8375.0,12195.0,10132.0,0,0,0,13202.6743499,11930.0,10121.462766
a12,7937.0,12647.0,10345.0,0,0,0,13693.3769322,11940.0,9860.08323424
a13,7702.0,7035.0,6572.0,0,0,0,21174.6122449,22170.0,21290.9562682
a14,7447.0,7227.0,6615.0,0,0,0,21130.7833284,21480.0,20883.1569613
a15,7340.0,6802.0,6467.0,0,0,0,21783.4484761,22590.0,21199.8461538
a16,7297.0,6732.0,6275.0,0,0,0,21326.0961313,21970.0,21094.2907386
a17,7192.0,6685.0,6382.0,0,0,0,21655.848564,22410.0,20947.2062663
a18,7212.0,6615.0,6297.0,0,0,0,21686.7024673,22510.0,21144.371553
a19,7542.0,6872.0,6275.0,0,0,0,20181.7634855,20830.0,20725.0474215
a20,28535.0,35675.0,41473.0,0,0,0,677.534555308,603.3,642.340452662
a21,19340.0,32477.0,37913.0,0,0,0,1736.39698492,1221.0,651.825598581
a22,13565.0,30287.0,36335.0,0,0,0,3086.12137203,1944.0,669.08707124
b1,25370.0,32620.0,33503.0,0,0,0,1469.44946809,1371.0,1210.96897163
b2,23250.0,33825.0,36710.0,0,0,0,1616.66187262,1361.0,1017.054887
b3,21237.0,34710.0,39758.0,0,0,0,1779.34856974,1371.0,892.706576231
b4,20480.0,34688.0,39980.0,0,0,0,1889.49837806,1421.0,880.005897965
b5,15342.0,23105.0,23347.0,0,0,0,4135.86095346,3702.0,2667.24687855
b6,13500.0,25812.0,27927.0,0,0,0,4610.41608294,3677.0,2015.18968899
b7,11785.0,29137.0,33193.0,0,0,0,5131.65018264,3623.0,1425.17561113
b8,10315.0,32132.0,38275.0,0,0,0,5745.68917749,3593.0,1030.71919192
b9,9590.0,11197.0,10100.0,0,0,0,12015.8026467,11930.0,10375.2560414
b10,8865.0,11912.0,11102.0,0,0,0,12482.5843015,11880.0,9301.3431567
b11,8417.0,12710.0,12030.0,0,0,0,12913.716443,11850.0,8373.86744966
b12,8032.0,13377.0,13075.0,0,0,0,13307.1124031,11830.0,7614.8255814
b13,8417.0,7250.0,6702.0,0,0,0,19217.069371,20630.0,20793.7301587
b14,7555.0,7862.0,6830.0,0,0,0,19972.9593693,19710.0,20080.5336568
b15,7500.0,7340.0,7650.0,0,0,0,20622.7197117,21530.0,17536.7729415
b16,8310.0,8032.0,7415.0,0,0,0,16861.7990654,17390.0,16536.7523364
b17,7405.0,7990.0,7490.0,0,0,0,18892.7752028,18730.0,16635.6257242
b18,8117.0,7157.0,7340.0,0,0,0,18277.5034868,19850.0,17242.0920502
b19,8150.0,7485.0,6425.0,0,0,0,17538.2760736,17940.0,19552.398773
b20,25210.0,34828.0,40428.0,0,0,0,1053.00981267,827.4,579.893487957
b21,15162.0,31412.0,37700.0,0,0,0,2565.17791411,1644.0,593.626643295
b22,9270.0,15315.0,15855.0,0,0,0,8353.68619934,7262.0,4269.30832421
c1,24102.0,30287.0,30752.0,0,0,0,1768.28067701,1735.0,1390.93653032
c2,22972.0,31710.0,34963.0,0,0,0,1520.63736829,1376.0,639.728604472
c3,22302.0,33373.0,39650.0,0,0,0,1719.22832443,1511.0,611.622679888
c4,21597.0,33080.0,40055.0,0,0,0,1782.17157712,1551.0,506.887843526
c5,11625.0,16105.0,17785.0,0,0,0,6812.41986337,6531.0,3816.32790331
c6,10720.0,19167.0,26372.0,0,0,0,7333.96819961,6614.0,2231.09246575
c7,10090.0,22260.0,35440.0,0,0,0,7802.91824197,6565.0,1144.84168242
c8,9962.0,24240.0,40343.0,0,0,0,8135.79843861,6639.0,931.3761533
c9,8992.0,10237.0,9930.0,0,0,0,13562.9642058,13670.0,10994.1051454
c10,8512.0,10900.0,11517.0,0,0,0,13809.5832213,13630.0,9210.0537779
c11,8215.0,11725.0,13627.0,0,0,0,14117.4164291,13630.0,7572.61466701
c12,7990.0,12477.0,15492.0,0,0,0,14248.7484165,13490.0,6439.10818343
c13,9355.0,7372.0,6732.0,0,0,0,16961.1124331,18770.0,20098.7507436
c14,7650.0,8645.0,6915.0,0,0,0,18146.2688442,17160.0,18588.2035176
c15,7565.0,7787.0,8800.0,0,0,0,19267.009544,20210.0,14101.9936373
c16,9322.0,9370.0,8555.0,0,0,0,13117.1403662,13530.0,12672.8247602
c17,7532.0,9360.0,8715.0,0,0,0,16403.1257176,15670.0,12903.9121699
c18,9110.0,7815.0,8492.0,0,0,0,15119.7481918,17140.0,13655.0656309
c19,9172.0,8400.0,6530.0,0,0,0,14366.1102159,14530.0,17929.5423783
c20,28375.0,35968.0,42345.0,0,0,0,698.445505618,609.9,495.025280899
c21,10005.0,21272.0,25530.0,0,0,0,6467.26647261,5060.0,1862.51918497
c22,8970.0,12860.0,12872.0,0,0,0,9716.66776226,8963.0,5869.77074774
d1,25445.0,30425.0,31637.0,0,0,0,1614.60463193,1667.0,1314.48028674
d2,25572.0,31595.0,35613.0,0,0,0,1582.53046409,1660.0,1061.33264195
d3,25990.0,33118.0,40385.0,0,0,0,1588.4334817,1675.0,878.505192878
d4,25297.0,32532.0,40408.0,0,0,0,1771.58262351,1867.0,905.101971283
d5,11700.0,13787.0,15642.0,0,0,0,7852.75951333,8170.0,5126.60626456
